"                                                    Monthly Statement 2025-10"
"TRADE RECORDS "
Stocks
Currency: USD
Symbol & Name,Trade Date,Settlement Date,Buy/Sell,Quantity,Traded Price,Gross Amount,Comm/Fee/Tax,VAT,Net Amount
CLSK CLEANSPARK INC,17/10/2025,20/10/2025,BUY,6,18.99,113.94,-0.11,-0.01,114.06

NEGG NEWEGG COMMERCE INC,17/10/2025,20/10/2025,SELL,10,46.80,468.00,-0.48,-0.03,467.49

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,SELL,6,19.52,117.12,-0.13,-0.01,116.98

AGL AGILON HEALTH INC,17/10/2025,20/10/2025,BUY,114,0.94,107.16,-0.11,-0.01,107.28

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,SELL,6,19.47,116.82,-0.13,-0.01,116.68

FLNC FLUENCE ENERGY INC,17/10/2025,20/10/2025,SELL,6,19.32,115.92,-0.13,-0.01,115.78

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,SELL,6,19.03,114.18,-0.12,-0.01,114.05

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,BUY,6,18.56,111.36,-0.11,-0.01,111.48

FLNC FLUENCE ENERGY INC,17/10/2025,20/10/2025,BUY,6,18.84,113.04,-0.11,-0.01,113.16

LUNR INTUITIVE MACHINES INC,17/10/2025,20/10/2025,BUY,5,12.10,60.50,-0.06,0.00,60.56

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,BUY,6,18.99,113.94,-0.11,-0.01,114.06

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,SELL,6,19.49,116.94,-0.13,-0.01,116.80

LUNR INTUITIVE MACHINES INC,17/10/2025,20/10/2025,SELL,5,12.58,62.90,-0.07,0.00,62.83

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,SELL,6,19.03,114.18,-0.12,-0.01,114.05

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,BUY,6,18.56,111.36,-0.11,-0.01,111.48

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,SELL,6,19.14,114.84,-0.12,-0.01,114.71

FLNC FLUENCE ENERGY INC,17/10/2025,20/10/2025,SELL,6,19.32,115.92,-0.13,-0.01,115.78

FLNC FLUENCE ENERGY INC,17/10/2025,20/10/2025,SELL,6,18.89,113.34,-0.12,-0.01,113.21

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,SELL,6,18.62,111.72,-0.12,-0.01,111.59

LUNR INTUITIVE MACHINES INC,17/10/2025,20/10/2025,SELL,5,12.09,60.45,-0.07,0.00,60.38

RIVN RIVIAN AUTOMOTIVE INC,17/10/2025,20/10/2025,BUY,5,12.66,63.30,-0.06,0.00,63.36

LUNR INTUITIVE MACHINES INC,17/10/2025,20/10/2025,BUY,5,11.59,57.95,-0.06,0.00,58.01

FLNC FLUENCE ENERGY INC,17/10/2025,20/10/2025,BUY,14,18.58,260.12,-0.26,-0.02,260.40

FLNC FLUENCE ENERGY INC,17/10/2025,20/10/2025,BUY,4,18.58,74.32,-0.07,0.00,74.39

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,BUY,7,18.20,127.40,-0.13,-0.01,127.54

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,BUY,6,18.26,109.56,-0.11,-0.01,109.68

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,BUY,6,18.26,109.56,-0.11,-0.01,109.68

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,BUY,6,18.25,109.50,-0.11,-0.01,109.62

CLSK CLEANSPARK INC,17/10/2025,20/10/2025,BUY,34,18.35,623.90,-0.62,-0.04,624.56

APLS APELLIS PHARMACEUTICALS INC,17/10/2025,20/10/2025,BUY,3,24.20,72.60,-0.07,0.00,72.67

NVTS NAVITAS SEMICONDUCTOR CORP,16/10/2025,17/10/2025,BUY,5,14.85,74.25,-0.07,0.00,74.32

NVTS NAVITAS SEMICONDUCTOR CORP,16/10/2025,17/10/2025,SELL,4,15.92,63.68,-0.07,0.00,63.61

DJT TRUMP MEDIA & TECHNOLOGY GROUP,16/10/2025,17/10/2025,BUY,4,15.69,62.76,-0.06,0.00,62.82

FFWM FIRST FNDTN INC,16/10/2025,17/10/2025,BUY,11,5.31,58.41,-0.06,0.00,58.47

NVTS NAVITAS SEMICONDUCTOR CORP,16/10/2025,17/10/2025,BUY,5,15.44,77.20,-0.08,-0.01,77.29

NVTS NAVITAS SEMICONDUCTOR CORP,16/10/2025,17/10/2025,SELL,4,16.05,64.20,-0.07,0.00,64.13

NVTS NAVITAS SEMICONDUCTOR CORP,16/10/2025,17/10/2025,SELL,4,15.56,62.24,-0.07,0.00,62.17

NVTS NAVITAS SEMICONDUCTOR CORP,16/10/2025,17/10/2025,BUY,5,15.08,75.40,-0.08,-0.01,75.49

GERN GERON CORP,16/10/2025,17/10/2025,BUY,47,1.24,58.28,-0.06,0.00,58.34

SG SWEETGREEN INC,16/10/2025,17/10/2025,BUY,8,7.35,58.80,-0.06,0.00,58.86

LUNR INTUITIVE MACHINES INC,16/10/2025,17/10/2025,BUY,5,12.10,60.50,-0.06,0.00,60.56

FLNC FLUENCE ENERGY INC,16/10/2025,17/10/2025,BUY,6,19.76,118.56,-0.12,-0.01,118.69

NVTS NAVITAS SEMICONDUCTOR CORP,16/10/2025,17/10/2025,SELL,60,16.55,992.78,-1.00,-0.07,991.71

RXRX RECURSION PHARMACEUTICALS INC,16/10/2025,17/10/2025,SELL,9,7.00,63.00,-0.07,0.00,62.93

FLNC FLUENCE ENERGY INC,16/10/2025,17/10/2025,BUY,6,20.25,121.50,-0.12,-0.01,121.63

LUNR INTUITIVE MACHINES INC,16/10/2025,17/10/2025,BUY,5,12.63,63.15,-0.06,0.00,63.21

FLNC FLUENCE ENERGY INC,16/10/2025,17/10/2025,BUY,6,20.77,124.62,-0.12,-0.01,124.75

NVTS NAVITAS SEMICONDUCTOR CORP,16/10/2025,17/10/2025,BUY,88,15.76,1386.88,-1.39,-0.10,1388.37

FFWM FIRST FNDTN INC,16/10/2025,17/10/2025,BUY,11,5.54,60.94,-0.06,0.00,61.00

FLNC FLUENCE ENERGY INC,16/10/2025,17/10/2025,BUY,6,21.31,127.86,-0.13,-0.01,128.00

FLNC FLUENCE ENERGY INC,16/10/2025,17/10/2025,BUY,5,21.79,108.95,-0.11,-0.01,109.07

FLNC FLUENCE ENERGY INC,16/10/2025,17/10/2025,SELL,5,21.53,107.66,-0.12,-0.01,107.53

FLNC FLUENCE ENERGY INC,16/10/2025,17/10/2025,SELL,6,21.79,130.74,-0.14,-0.01,130.59

FLNC FLUENCE ENERGY INC,16/10/2025,17/10/2025,SELL,6,21.44,128.62,-0.14,-0.01,128.47

IBRX IMMUNITYBIO INC,16/10/2025,17/10/2025,SELL,24,2.62,62.88,-0.07,0.00,62.81

FLNC FLUENCE ENERGY INC,16/10/2025,17/10/2025,BUY,6,20.77,124.62,-0.12,-0.01,124.75

DYN DYNE THERAPEUTICS INC,16/10/2025,17/10/2025,BUY,4,16.61,66.44,-0.07,0.00,66.51

DYN DYNE THERAPEUTICS INC,16/10/2025,17/10/2025,BUY,5,16.61,83.05,-0.08,-0.01,83.14

NVTS NAVITAS SEMICONDUCTOR CORP,16/10/2025,17/10/2025,SELL,4,15.35,61.40,-0.07,0.00,61.33

NVTS NAVITAS SEMICONDUCTOR CORP,16/10/2025,17/10/2025,SELL,4,15.35,61.40,-0.07,0.00,61.33

LUNR INTUITIVE MACHINES INC,16/10/2025,17/10/2025,BUY,5,13.09,65.45,-0.07,0.00,65.52

LUNR INTUITIVE MACHINES INC,16/10/2025,17/10/2025,BUY,4,13.15,52.60,-0.05,0.00,52.65

RXRX RECURSION PHARMACEUTICALS INC,15/10/2025,16/10/2025,SELL,9,6.72,60.48,-0.07,0.00,60.41

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,6,21.24,127.44,-0.14,-0.01,127.29

RXRX RECURSION PHARMACEUTICALS INC,15/10/2025,16/10/2025,SELL,9,6.47,58.23,-0.07,0.00,58.16

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,6,20.73,124.38,-0.13,-0.01,124.24

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,6,20.24,121.44,-0.13,-0.01,121.30

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,BUY,6,19.76,118.56,-0.12,-0.01,118.69

RXRX RECURSION PHARMACEUTICALS INC,15/10/2025,16/10/2025,BUY,10,6.23,62.30,-0.06,0.00,62.36

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,6,20.24,121.44,-0.13,-0.01,121.30

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,BUY,6,19.76,118.56,-0.12,-0.01,118.69

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,6,20.24,121.44,-0.13,-0.01,121.30

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,BUY,6,19.76,118.56,-0.12,-0.01,118.69

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,BUY,6,20.25,121.50,-0.12,-0.01,121.63

DYN DYNE THERAPEUTICS INC,15/10/2025,16/10/2025,SELL,4,16.42,65.68,-0.08,0.00,65.60

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,BUY,6,20.77,124.62,-0.12,-0.01,124.75

RXRX RECURSION PHARMACEUTICALS INC,15/10/2025,16/10/2025,BUY,9,6.49,58.41,-0.06,0.00,58.47

RXRX RECURSION PHARMACEUTICALS INC,15/10/2025,16/10/2025,SELL,9,6.75,60.75,-0.07,0.00,60.68

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,6,21.24,127.44,-0.14,-0.01,127.29

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,BUY,6,20.77,124.62,-0.12,-0.01,124.75

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,6,21.24,127.44,-0.14,-0.01,127.29

CLSK CLEANSPARK INC,15/10/2025,16/10/2025,SELL,5,23.17,115.85,-0.13,-0.01,115.71

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,BUY,6,20.77,124.62,-0.12,-0.01,124.75

RIVN RIVIAN AUTOMOTIVE INC,15/10/2025,16/10/2025,SELL,4,13.57,54.28,-0.06,0.00,54.22

RXRX RECURSION PHARMACEUTICALS INC,15/10/2025,16/10/2025,SELL,9,6.50,58.50,-0.07,0.00,58.43

NVTS NAVITAS SEMICONDUCTOR CORP,15/10/2025,16/10/2025,SELL,4,13.93,55.72,-0.07,0.00,55.65

AGL AGILON HEALTH INC,15/10/2025,16/10/2025,BUY,53,1.04,55.12,-0.06,0.00,55.18

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,BUY,100,21.43,2142.50,-2.14,-0.15,2144.79

AGL AGILON HEALTH INC,15/10/2025,16/10/2025,SELL,56,1.05,58.80,-0.07,0.00,58.73

AGL AGILON HEALTH INC,15/10/2025,16/10/2025,SELL,61,1.01,61.61,-0.07,0.00,61.54

APLS APELLIS PHARMACEUTICALS INC,15/10/2025,16/10/2025,SELL,3,25.05,75.15,-0.09,-0.01,75.05

AGL AGILON HEALTH INC,15/10/2025,16/10/2025,SELL,67,0.97,64.99,-0.07,0.00,64.92

DYN DYNE THERAPEUTICS INC,15/10/2025,16/10/2025,SELL,4,15.76,63.04,-0.07,0.00,62.97

RXRX RECURSION PHARMACEUTICALS INC,15/10/2025,16/10/2025,SELL,10,6.24,62.40,-0.07,0.00,62.33

GERN GERON CORP,15/10/2025,16/10/2025,SELL,47,1.29,60.63,-0.07,0.00,60.56

AGL AGILON HEALTH INC,15/10/2025,16/10/2025,SELL,72,0.93,66.96,-0.08,0.00,66.88

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,4,22.16,88.64,-0.10,-0.01,88.53

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,4,21.85,87.40,-0.10,-0.01,87.29

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,4,21.90,87.60,-0.10,-0.01,87.49

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,4,21.85,87.40,-0.10,-0.01,87.29

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,4,21.97,87.88,-0.10,-0.01,87.77

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,4,21.85,87.40,-0.10,-0.01,87.29

FLNC FLUENCE ENERGY INC,15/10/2025,16/10/2025,SELL,4,21.85,87.40,-0.10,-0.01,87.29

NVTS NAVITAS SEMICONDUCTOR CORP,15/10/2025,16/10/2025,SELL,4,13.45,53.80,-0.06,0.00,53.74

RXRX RECURSION PHARMACEUTICALS INC,15/10/2025,16/10/2025,SELL,10,6.07,60.70,-0.07,0.00,60.63

QXO QXO INC,14/10/2025,15/10/2025,SELL,4,19.57,78.28,-0.09,-0.01,78.18

CLSK CLEANSPARK INC,14/10/2025,15/10/2025,SELL,5,22.65,113.25,-0.12,-0.01,113.12

DYN DYNE THERAPEUTICS INC,14/10/2025,15/10/2025,SELL,4,15.15,60.60,-0.07,0.00,60.53

RXRX RECURSION PHARMACEUTICALS INC,14/10/2025,15/10/2025,SELL,11,5.76,63.36,-0.07,0.00,63.29

LUNR INTUITIVE MACHINES INC,14/10/2025,15/10/2025,SELL,4,14.31,57.24,-0.07,0.00,57.17

IBRX IMMUNITYBIO INC,14/10/2025,15/10/2025,SELL,24,2.53,60.72,-0.07,0.00,60.65

CLSK CLEANSPARK INC,14/10/2025,15/10/2025,SELL,5,22.16,110.80,-0.12,-0.01,110.67

LUNR INTUITIVE MACHINES INC,14/10/2025,15/10/2025,SELL,4,13.81,55.24,-0.07,0.00,55.17

DYN DYNE THERAPEUTICS INC,14/10/2025,15/10/2025,SELL,4,14.58,58.32,-0.07,0.00,58.25

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,SELL,5,12.89,64.45,-0.07,0.00,64.38

LUNR INTUITIVE MACHINES INC,14/10/2025,15/10/2025,SELL,4,13.33,53.32,-0.06,0.00,53.26

SG SWEETGREEN INC,14/10/2025,15/10/2025,SELL,8,7.65,61.20,-0.07,0.00,61.13

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,SELL,4,18.44,73.76,-0.08,0.00,73.68

CLSK CLEANSPARK INC,14/10/2025,15/10/2025,SELL,5,21.69,108.45,-0.12,-0.01,108.32

QXO QXO INC,14/10/2025,15/10/2025,SELL,4,18.92,75.68,-0.09,-0.01,75.58

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,SELL,5,12.38,61.90,-0.07,0.00,61.83

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,SELL,4,18.01,72.04,-0.08,0.00,71.96

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,SELL,5,17.50,87.50,-0.10,-0.01,87.39

LUNR INTUITIVE MACHINES INC,14/10/2025,15/10/2025,SELL,5,12.79,63.95,-0.07,0.00,63.88

CLSK CLEANSPARK INC,14/10/2025,15/10/2025,SELL,6,21.16,126.96,-0.14,-0.01,126.81

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,SELL,5,17.03,85.15,-0.10,-0.01,85.04

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,SELL,5,16.56,82.80,-0.09,-0.01,82.70

LUNR INTUITIVE MACHINES INC,14/10/2025,15/10/2025,SELL,5,12.28,61.40,-0.07,0.00,61.33

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,SELL,5,11.91,59.55,-0.07,0.00,59.48

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,BUY,5,16.13,80.65,-0.08,-0.01,80.74

CLSK CLEANSPARK INC,14/10/2025,15/10/2025,SELL,6,20.65,123.90,-0.13,-0.01,123.76

FFWM FIRST FNDTN INC,14/10/2025,15/10/2025,SELL,10,5.78,57.80,-0.07,0.00,57.73

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,BUY,5,11.43,57.15,-0.06,0.00,57.21

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,SELL,5,16.56,82.80,-0.09,-0.01,82.70

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,SELL,5,16.13,80.65,-0.09,-0.01,80.55

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,SELL,5,11.91,59.55,-0.07,0.00,59.48

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,BUY,5,15.70,78.50,-0.08,-0.01,78.59

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,SELL,5,11.47,57.35,-0.07,0.00,57.28

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,BUY,5,11.29,56.44,-0.06,0.00,56.50

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,SELL,5,11.47,57.35,-0.07,0.00,57.28

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,BUY,5,11.55,57.73,-0.06,0.00,57.79

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,SELL,5,16.13,80.65,-0.09,-0.01,80.55

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,SELL,5,11.47,57.35,-0.07,0.00,57.28

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,BUY,5,10.99,54.95,-0.05,0.00,55.00

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,BUY,5,11.41,57.05,-0.06,0.00,57.11

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,SELL,5,15.83,79.15,-0.09,-0.01,79.05

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,BUY,5,11.90,59.50,-0.06,0.00,59.56

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,BUY,5,15.29,76.45,-0.08,-0.01,76.54

SG SWEETGREEN INC,14/10/2025,15/10/2025,BUY,8,7.35,58.80,-0.06,0.00,58.86

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,BUY,5,12.41,62.05,-0.06,0.00,62.11

GERN GERON CORP,14/10/2025,15/10/2025,BUY,47,1.27,59.69,-0.06,0.00,59.75

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,SELL,5,12.89,64.45,-0.07,0.00,64.38

LUNR INTUITIVE MACHINES INC,14/10/2025,15/10/2025,BUY,5,11.80,59.00,-0.06,0.00,59.06

QXO QXO INC,14/10/2025,15/10/2025,BUY,4,18.36,73.44,-0.07,0.00,73.51

GERN GERON CORP,14/10/2025,15/10/2025,BUY,44,1.29,56.76,-0.06,0.00,56.82

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,BUY,5,12.41,62.05,-0.06,0.00,62.11

FLNC FLUENCE ENERGY INC,14/10/2025,15/10/2025,BUY,5,15.68,78.40,-0.08,-0.01,78.49

NVTS NAVITAS SEMICONDUCTOR CORP,14/10/2025,15/10/2025,SELL,24,12.99,311.76,-0.32,-0.02,311.42

NVTS NAVITAS SEMICONDUCTOR CORP,13/10/2025,14/10/2025,SELL,6,10.68,64.08,-0.07,0.00,64.01

APLS APELLIS PHARMACEUTICALS INC,13/10/2025,14/10/2025,BUY,3,24.20,72.60,-0.07,0.00,72.67

AGL AGILON HEALTH INC,13/10/2025,14/10/2025,BUY,100,0.89,89.00,-0.09,-0.01,89.10

NVTS NAVITAS SEMICONDUCTOR CORP,13/10/2025,14/10/2025,SELL,6,10.26,61.56,-0.07,0.00,61.49

NVTS NAVITAS SEMICONDUCTOR CORP,13/10/2025,14/10/2025,SELL,6,9.87,59.22,-0.07,0.00,59.15

NVTS NAVITAS SEMICONDUCTOR CORP,13/10/2025,14/10/2025,SELL,6,9.51,57.06,-0.07,0.00,56.99

NVTS NAVITAS SEMICONDUCTOR CORP,13/10/2025,14/10/2025,BUY,7,9.17,64.19,-0.06,0.00,64.25

FLNC FLUENCE ENERGY INC,13/10/2025,14/10/2025,SELL,5,16.13,80.65,-0.09,-0.01,80.55

FLNC FLUENCE ENERGY INC,13/10/2025,14/10/2025,SELL,5,15.72,78.60,-0.09,-0.01,78.50

LUNR INTUITIVE MACHINES INC,13/10/2025,14/10/2025,BUY,5,12.31,61.55,-0.06,0.00,61.61

NVTS NAVITAS SEMICONDUCTOR CORP,13/10/2025,14/10/2025,SELL,6,9.57,57.42,-0.07,0.00,57.35

IBRX IMMUNITYBIO INC,13/10/2025,14/10/2025,SELL,24,2.45,58.80,-0.07,0.00,58.73

NVTS NAVITAS SEMICONDUCTOR CORP,13/10/2025,14/10/2025,SELL,6,9.23,55.38,-0.07,0.00,55.31

NVTS NAVITAS SEMICONDUCTOR CORP,13/10/2025,14/10/2025,SELL,7,8.86,62.02,-0.07,0.00,61.95

NVTS NAVITAS SEMICONDUCTOR CORP,13/10/2025,14/10/2025,BUY,7,8.52,59.64,-0.06,0.00,59.70

FLNC FLUENCE ENERGY INC,13/10/2025,14/10/2025,SELL,5,15.32,76.60,-0.09,-0.01,76.50

FLNC FLUENCE ENERGY INC,13/10/2025,14/10/2025,SELL,5,14.95,74.75,-0.08,0.00,74.67

FLNC FLUENCE ENERGY INC,13/10/2025,14/10/2025,SELL,6,14.53,87.18,-0.10,-0.01,87.07

FLNC FLUENCE ENERGY INC,13/10/2025,14/10/2025,SELL,6,14.13,84.78,-0.09,-0.01,84.68

SG SWEETGREEN INC,13/10/2025,14/10/2025,BUY,8,7.66,61.28,-0.06,0.00,61.34

FLNC FLUENCE ENERGY INC,13/10/2025,14/10/2025,BUY,6,13.77,82.62,-0.08,-0.01,82.71

APLS APELLIS PHARMACEUTICALS INC,13/10/2025,14/10/2025,BUY,3,24.95,74.85,-0.07,0.00,74.92

QXO QXO INC,13/10/2025,14/10/2025,BUY,4,19.02,76.08,-0.08,-0.01,76.17

CLSK CLEANSPARK INC,13/10/2025,14/10/2025,SELL,11,20.21,222.31,-0.23,-0.02,222.06

SG SWEETGREEN INC,13/10/2025,14/10/2025,BUY,7,7.79,54.53,-0.05,0.00,54.58

RIVN RIVIAN AUTOMOTIVE INC,13/10/2025,14/10/2025,BUY,5,12.98,64.90,-0.06,0.00,64.96

NVTS NAVITAS SEMICONDUCTOR CORP,13/10/2025,14/10/2025,BUY,7,8.72,61.04,-0.06,0.00,61.10

LUNR INTUITIVE MACHINES INC,13/10/2025,14/10/2025,BUY,5,12.70,63.50,-0.06,0.00,63.56

FFWM FIRST FNDTN INC,13/10/2025,14/10/2025,BUY,11,5.56,61.16,-0.06,0.00,61.22

DJT TRUMP MEDIA & TECHNOLOGY GROUP,13/10/2025,14/10/2025,BUY,7,16.30,114.10,-0.11,-0.01,114.22

AGL AGILON HEALTH INC,13/10/2025,14/10/2025,BUY,100,0.97,97.00,-0.10,-0.01,97.11

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,BUY,6,19.29,115.74,-0.12,-0.01,115.87

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,BUY,6,19.76,118.56,-0.12,-0.01,118.69

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,BUY,6,20.25,121.50,-0.12,-0.01,121.63

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,SELL,6,20.73,124.38,-0.13,-0.01,124.24

IBRX IMMUNITYBIO INC,10/10/2025,14/10/2025,BUY,24,2.37,56.88,-0.06,0.00,56.94

RXRX RECURSION PHARMACEUTICALS INC,10/10/2025,14/10/2025,BUY,11,5.54,60.94,-0.06,0.00,61.00

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,BUY,6,20.25,121.50,-0.12,-0.01,121.63

NVTS NAVITAS SEMICONDUCTOR CORP,10/10/2025,14/10/2025,BUY,7,8.94,62.58,-0.06,0.00,62.64

FLNC FLUENCE ENERGY INC,10/10/2025,14/10/2025,BUY,6,14.17,85.02,-0.09,-0.01,85.12

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,SELL,6,20.73,124.38,-0.13,-0.01,124.24

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,BUY,6,20.25,121.50,-0.12,-0.01,121.63

GERN GERON CORP,10/10/2025,14/10/2025,BUY,48,1.34,64.32,-0.06,0.00,64.38

FLNC FLUENCE ENERGY INC,10/10/2025,14/10/2025,BUY,5,14.53,72.65,-0.07,0.00,72.72

RXRX RECURSION PHARMACEUTICALS INC,10/10/2025,14/10/2025,BUY,11,5.78,63.58,-0.06,0.00,63.64

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,BUY,5,20.76,103.80,-0.10,-0.01,103.91

NVTS NAVITAS SEMICONDUCTOR CORP,10/10/2025,14/10/2025,SELL,6,9.69,58.14,-0.07,0.00,58.07

FLNC FLUENCE ENERGY INC,10/10/2025,14/10/2025,SELL,4,14.93,59.72,-0.07,0.00,59.65

NVTS NAVITAS SEMICONDUCTOR CORP,10/10/2025,14/10/2025,SELL,6,9.34,56.04,-0.07,0.00,55.97

NVTS NAVITAS SEMICONDUCTOR CORP,10/10/2025,14/10/2025,SELL,7,8.97,62.79,-0.07,0.00,62.72

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,BUY,5,21.21,106.05,-0.11,-0.01,106.17

FLNC FLUENCE ENERGY INC,10/10/2025,14/10/2025,BUY,4,14.63,58.52,-0.06,0.00,58.58

FLNC FLUENCE ENERGY INC,10/10/2025,14/10/2025,SELL,4,14.93,59.72,-0.07,0.00,59.65

NVTS NAVITAS SEMICONDUCTOR CORP,10/10/2025,14/10/2025,SELL,7,8.62,60.34,-0.07,0.00,60.27

LUNR INTUITIVE MACHINES INC,10/10/2025,14/10/2025,SELL,4,13.45,53.80,-0.06,0.00,53.74

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,BUY,5,21.68,108.40,-0.11,-0.01,108.52

FLNC FLUENCE ENERGY INC,10/10/2025,14/10/2025,BUY,4,14.63,58.52,-0.06,0.00,58.58

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,SELL,5,22.08,110.40,-0.12,-0.01,110.27

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,SELL,5,21.61,108.05,-0.12,-0.01,107.92

DYN DYNE THERAPEUTICS INC,10/10/2025,14/10/2025,BUY,7,14.00,98.00,-0.10,-0.01,98.11

NVTS NAVITAS SEMICONDUCTOR CORP,10/10/2025,14/10/2025,SELL,7,8.30,58.10,-0.07,0.00,58.03

IBRX IMMUNITYBIO INC,10/10/2025,14/10/2025,BUY,26,2.45,63.70,-0.06,0.00,63.76

FLNC FLUENCE ENERGY INC,10/10/2025,14/10/2025,SELL,4,14.93,59.72,-0.07,0.00,59.65

RXRX RECURSION PHARMACEUTICALS INC,10/10/2025,14/10/2025,BUY,10,6.03,60.30,-0.06,0.00,60.36

FLNC FLUENCE ENERGY INC,10/10/2025,14/10/2025,BUY,4,14.63,58.52,-0.06,0.00,58.58

FLNC FLUENCE ENERGY INC,10/10/2025,14/10/2025,BUY,10,14.79,147.90,-0.15,-0.01,148.06

CLSK CLEANSPARK INC,10/10/2025,14/10/2025,SELL,6,21.18,127.08,-0.14,-0.01,126.93

CLSK CLEANSPARK INC,09/10/2025,10/10/2025,SELL,5,20.65,103.25,-0.11,-0.01,103.13

