"                                                    Monthly Statement 2025-07"
"TRADE RECORDS "
Stocks
Currency: USD
Symbol & Name,Trade Date,Settlement Date,Buy/Sell,Quantity,Traded Price,Gross Amount,Comm/Fee/Tax,VAT,Net Amount
DYN DYNE THERAPEUTICS INC,30/07/2025,31/07/2025,SELL,6,10.06,60.36,-0.07,0.00,60.29

APLS APELLIS PHARMACEUTICALS INC,30/07/2025,31/07/2025,SELL,3,20.00,60.00,-0.07,0.00,59.93

DYN DYNE THERAPEUTICS INC,30/07/2025,31/07/2025,SELL,6,9.69,58.14,-0.07,0.00,58.07

FLNC FLUENCE ENERGY INC,30/07/2025,31/07/2025,BUY,7,8.37,58.59,-0.06,0.00,58.65

DYN DYNE THERAPEUTICS INC,30/07/2025,31/07/2025,BUY,6,9.29,55.74,-0.06,0.00,55.80

QXO QXO INC,30/07/2025,31/07/2025,BUY,3,21.18,63.54,-0.06,0.00,63.60

NEGG NEWEGG COMMERCE INC,30/07/2025,31/07/2025,SELL,1,58.89,58.89,-0.07,0.00,58.82

RXRX RECURSION PHARMACEUTICALS INC,30/07/2025,31/07/2025,BUY,27,5.95,160.52,-0.16,-0.01,160.69

NEGG NEWEGG COMMERCE INC,29/07/2025,30/07/2025,SELL,1,53.00,53.00,-0.06,0.00,52.94

NEGG NEWEGG COMMERCE INC,29/07/2025,30/07/2025,SELL,1,50.48,50.48,-0.06,0.00,50.42

NEGG NEWEGG COMMERCE INC,29/07/2025,30/07/2025,SELL,1,48.18,48.18,-0.06,0.00,48.12

RIVN RIVIAN AUTOMOTIVE INC,29/07/2025,30/07/2025,BUY,5,13.21,66.05,-0.07,0.00,66.12

NEGG NEWEGG COMMERCE INC,29/07/2025,30/07/2025,SELL,1,46.09,46.09,-0.06,0.00,46.03

NEGG NEWEGG COMMERCE INC,29/07/2025,30/07/2025,SELL,1,46.09,46.09,-0.06,0.00,46.03

NEGG NEWEGG COMMERCE INC,29/07/2025,30/07/2025,SELL,1,44.43,44.43,-0.05,0.00,44.38

NEGG NEWEGG COMMERCE INC,29/07/2025,30/07/2025,BUY,1,40.87,40.87,-0.04,0.00,40.91

NVTS NAVITAS SEMICONDUCTOR CORP,29/07/2025,30/07/2025,BUY,7,8.28,57.96,-0.06,0.00,58.02

FLNC FLUENCE ENERGY INC,29/07/2025,30/07/2025,BUY,7,8.73,61.11,-0.06,0.00,61.17

APLS APELLIS PHARMACEUTICALS INC,29/07/2025,30/07/2025,BUY,3,19.20,57.60,-0.06,0.00,57.66

GERN GERON CORP,29/07/2025,30/07/2025,BUY,119,1.17,139.23,-0.14,-0.01,139.38

RIVN RIVIAN AUTOMOTIVE INC,28/07/2025,29/07/2025,BUY,4,13.71,54.84,-0.05,0.00,54.89

NEGG NEWEGG COMMERCE INC,28/07/2025,29/07/2025,SELL,2,42.80,85.60,-0.10,-0.01,85.49

NEGG NEWEGG COMMERCE INC,28/07/2025,29/07/2025,SELL,2,39.26,78.52,-0.09,-0.01,78.42

NEGG NEWEGG COMMERCE INC,28/07/2025,29/07/2025,BUY,2,37.60,75.20,-0.08,-0.01,75.29

NEGG NEWEGG COMMERCE INC,28/07/2025,29/07/2025,SELL,2,39.26,78.52,-0.09,-0.01,78.42

NEGG NEWEGG COMMERCE INC,28/07/2025,29/07/2025,SELL,2,36.55,73.10,-0.08,0.00,73.02

NVTS NAVITAS SEMICONDUCTOR CORP,28/07/2025,29/07/2025,BUY,7,8.62,60.34,-0.06,0.00,60.40

FLNC FLUENCE ENERGY INC,28/07/2025,29/07/2025,BUY,7,9.11,63.77,-0.06,0.00,63.83

DYN DYNE THERAPEUTICS INC,28/07/2025,29/07/2025,BUY,6,9.66,57.96,-0.06,0.00,58.02

NVTS NAVITAS SEMICONDUCTOR CORP,28/07/2025,29/07/2025,BUY,7,9.00,63.00,-0.06,0.00,63.06

NVTS NAVITAS SEMICONDUCTOR CORP,28/07/2025,29/07/2025,SELL,6,9.40,56.40,-0.07,0.00,56.33

NEGG NEWEGG COMMERCE INC,28/07/2025,29/07/2025,BUY,3,34.71,104.13,-0.10,-0.01,104.24

RXRX RECURSION PHARMACEUTICALS INC,28/07/2025,29/07/2025,SELL,9,6.70,60.30,-0.07,0.00,60.23

FFWM FIRST FNDTN INC,28/07/2025,29/07/2025,BUY,18,5.00,90.00,-0.09,-0.01,90.10

DYN DYNE THERAPEUTICS INC,25/07/2025,28/07/2025,SELL,6,10.06,60.36,-0.07,0.00,60.29

DYN DYNE THERAPEUTICS INC,25/07/2025,28/07/2025,SELL,6,9.69,58.14,-0.07,0.00,58.07

NEGG NEWEGG COMMERCE INC,25/07/2025,28/07/2025,SELL,2,37.86,75.72,-0.09,-0.01,75.62

RIVN RIVIAN AUTOMOTIVE INC,25/07/2025,28/07/2025,SELL,4,14.31,57.24,-0.07,0.00,57.17

NEGG NEWEGG COMMERCE INC,25/07/2025,28/07/2025,SELL,2,35.33,70.66,-0.08,0.00,70.58

NEGG NEWEGG COMMERCE INC,25/07/2025,28/07/2025,SELL,2,33.12,66.24,-0.08,0.00,66.16

AGL AGILON HEALTH INC,25/07/2025,28/07/2025,BUY,28,2.05,57.40,-0.06,0.00,57.46

AGL AGILON HEALTH INC,25/07/2025,28/07/2025,BUY,27,2.10,56.70,-0.06,0.00,56.76

APLS APELLIS PHARMACEUTICALS INC,24/07/2025,25/07/2025,SELL,3,20.00,60.00,-0.07,0.00,59.93

NVTS NAVITAS SEMICONDUCTOR CORP,24/07/2025,25/07/2025,SELL,7,9.02,63.14,-0.07,0.00,63.07

APLS APELLIS PHARMACEUTICALS INC,24/07/2025,25/07/2025,BUY,3,19.20,57.60,-0.06,0.00,57.66

RXRX RECURSION PHARMACEUTICALS INC,24/07/2025,25/07/2025,BUY,16,6.44,103.00,-0.10,-0.01,103.11

GERN GERON CORP,24/07/2025,25/07/2025,BUY,44,1.29,56.76,-0.06,0.00,56.82

RIVN RIVIAN AUTOMOTIVE INC,24/07/2025,25/07/2025,BUY,4,13.71,54.84,-0.05,0.00,54.89

NVTS NAVITAS SEMICONDUCTOR CORP,23/07/2025,24/07/2025,SELL,7,8.67,60.69,-0.07,0.00,60.62

FLNC FLUENCE ENERGY INC,23/07/2025,24/07/2025,BUY,6,9.47,56.82,-0.06,0.00,56.88

FLNC FLUENCE ENERGY INC,23/07/2025,24/07/2025,BUY,6,9.86,59.16,-0.06,0.00,59.22

GERN GERON CORP,23/07/2025,24/07/2025,SELL,44,1.34,58.96,-0.07,0.00,58.89

NEGG NEWEGG COMMERCE INC,23/07/2025,24/07/2025,SELL,2,31.19,62.38,-0.07,0.00,62.31

NEGG NEWEGG COMMERCE INC,23/07/2025,24/07/2025,BUY,2,29.38,58.76,-0.06,0.00,58.82

NVTS NAVITAS SEMICONDUCTOR CORP,23/07/2025,24/07/2025,BUY,7,8.32,58.24,-0.06,0.00,58.30

RXRX RECURSION PHARMACEUTICALS INC,23/07/2025,24/07/2025,SELL,9,6.90,62.10,-0.07,0.00,62.03

NVTS NAVITAS SEMICONDUCTOR CORP,23/07/2025,24/07/2025,BUY,7,8.55,59.85,-0.06,0.00,59.91

RXRX RECURSION PHARMACEUTICALS INC,22/07/2025,23/07/2025,SELL,9,6.64,59.76,-0.07,0.00,59.69

GERN GERON CORP,22/07/2025,23/07/2025,SELL,50,1.29,64.50,-0.07,0.00,64.43

FLNC FLUENCE ENERGY INC,22/07/2025,23/07/2025,SELL,6,10.26,61.56,-0.07,0.00,61.49

APLS APELLIS PHARMACEUTICALS INC,22/07/2025,23/07/2025,SELL,3,20.00,60.00,-0.07,0.00,59.93

NEGG NEWEGG COMMERCE INC,22/07/2025,23/07/2025,SELL,2,31.18,62.36,-0.07,0.00,62.29

RIVN RIVIAN AUTOMOTIVE INC,22/07/2025,23/07/2025,SELL,4,14.31,57.24,-0.07,0.00,57.17

NEGG NEWEGG COMMERCE INC,22/07/2025,23/07/2025,SELL,2,29.44,58.88,-0.07,0.00,58.81

NEGG NEWEGG COMMERCE INC,22/07/2025,23/07/2025,SELL,2,27.89,55.78,-0.07,0.00,55.71

RXRX RECURSION PHARMACEUTICALS INC,22/07/2025,23/07/2025,SELL,9,6.39,57.51,-0.07,0.00,57.44

RXRX RECURSION PHARMACEUTICALS INC,22/07/2025,23/07/2025,BUY,10,6.15,61.50,-0.06,0.00,61.56

APLS APELLIS PHARMACEUTICALS INC,22/07/2025,23/07/2025,BUY,3,19.20,57.60,-0.06,0.00,57.66

FLNC FLUENCE ENERGY INC,22/07/2025,23/07/2025,SELL,6,9.87,59.22,-0.07,0.00,59.15

RXRX RECURSION PHARMACEUTICALS INC,22/07/2025,23/07/2025,BUY,9,6.40,57.60,-0.06,0.00,57.66

RXRX RECURSION PHARMACEUTICALS INC,22/07/2025,23/07/2025,SELL,9,6.67,60.03,-0.07,0.00,59.96

GERN GERON CORP,22/07/2025,23/07/2025,BUY,94,1.24,116.56,-0.12,-0.01,116.69

NVTS NAVITAS SEMICONDUCTOR CORP,21/07/2025,22/07/2025,SELL,7,9.20,64.40,-0.07,0.00,64.33

RXRX RECURSION PHARMACEUTICALS INC,21/07/2025,22/07/2025,BUY,9,6.40,57.60,-0.06,0.00,57.66

NVTS NAVITAS SEMICONDUCTOR CORP,21/07/2025,22/07/2025,BUY,3,8.59,25.77,-0.03,0.00,25.80

NVTS NAVITAS SEMICONDUCTOR CORP,21/07/2025,22/07/2025,BUY,20,8.63,172.60,-0.17,-0.01,172.78

NVTS NAVITAS SEMICONDUCTOR CORP,21/07/2025,22/07/2025,BUY,25,8.67,216.67,-0.22,-0.02,216.91

NEGG NEWEGG COMMERCE INC,21/07/2025,22/07/2025,BUY,2,26.11,52.22,-0.05,0.00,52.27

NVTS NAVITAS SEMICONDUCTOR CORP,21/07/2025,22/07/2025,BUY,25,8.71,217.75,-0.22,-0.02,217.99

RXRX RECURSION PHARMACEUTICALS INC,21/07/2025,22/07/2025,BUY,9,6.67,60.03,-0.06,0.00,60.09

AGL AGILON HEALTH INC,21/07/2025,22/07/2025,SELL,21,2.23,46.83,-0.06,0.00,46.77

RXRX RECURSION PHARMACEUTICALS INC,21/07/2025,22/07/2025,SELL,9,6.93,62.37,-0.07,0.00,62.30

FLNC FLUENCE ENERGY INC,21/07/2025,22/07/2025,SELL,6,9.51,57.06,-0.07,0.00,56.99

NVTS NAVITAS SEMICONDUCTOR CORP,21/07/2025,22/07/2025,SELL,3,8.60,25.80,-0.04,0.00,25.76

DYN DYNE THERAPEUTICS INC,21/07/2025,22/07/2025,SELL,6,9.34,56.04,-0.07,0.00,55.97

RXRX RECURSION PHARMACEUTICALS INC,21/07/2025,22/07/2025,SELL,9,6.67,60.03,-0.07,0.00,59.96

NEGG NEWEGG COMMERCE INC,21/07/2025,22/07/2025,BUY,2,27.65,55.30,-0.06,0.00,55.36

RXRX RECURSION PHARMACEUTICALS INC,21/07/2025,22/07/2025,SELL,9,6.42,57.78,-0.07,0.00,57.71

NEGG NEWEGG COMMERCE INC,21/07/2025,22/07/2025,BUY,2,29.38,58.76,-0.06,0.00,58.82

FLNC FLUENCE ENERGY INC,21/07/2025,22/07/2025,SELL,7,9.12,63.84,-0.07,0.00,63.77

NVTS NAVITAS SEMICONDUCTOR CORP,21/07/2025,22/07/2025,SELL,14,7.39,103.46,-0.11,-0.01,103.34

RXRX RECURSION PHARMACEUTICALS INC,21/07/2025,22/07/2025,SELL,21,6.17,129.57,-0.14,-0.01,129.42

NEGG NEWEGG COMMERCE INC,21/07/2025,22/07/2025,BUY,5,30.98,154.90,-0.15,-0.01,155.06

NVTS NAVITAS SEMICONDUCTOR CORP,18/07/2025,21/07/2025,SELL,9,6.90,62.10,-0.07,0.00,62.03

RIVN RIVIAN AUTOMOTIVE INC,18/07/2025,21/07/2025,SELL,4,13.81,55.24,-0.07,0.00,55.17

DYN DYNE THERAPEUTICS INC,18/07/2025,21/07/2025,BUY,7,9.00,63.00,-0.06,0.00,63.06

FLNC FLUENCE ENERGY INC,18/07/2025,21/07/2025,SELL,7,8.76,61.32,-0.07,0.00,61.25

DYN DYNE THERAPEUTICS INC,18/07/2025,21/07/2025,BUY,6,9.35,56.10,-0.06,0.00,56.16

AGL AGILON HEALTH INC,18/07/2025,21/07/2025,BUY,28,2.15,60.20,-0.06,0.00,60.26

NEGG NEWEGG COMMERCE INC,18/07/2025,21/07/2025,SELL,2,36.55,73.10,-0.08,0.00,73.02

NVTS NAVITAS SEMICONDUCTOR CORP,18/07/2025,21/07/2025,SELL,9,6.64,59.76,-0.07,0.00,59.69

NVTS NAVITAS SEMICONDUCTOR CORP,18/07/2025,21/07/2025,SELL,10,6.37,63.70,-0.07,0.00,63.63

NEGG NEWEGG COMMERCE INC,18/07/2025,21/07/2025,SELL,4,33.30,133.20,-0.14,-0.01,133.05

QXO QXO INC,18/07/2025,21/07/2025,SELL,3,21.96,65.88,-0.08,0.00,65.80

AGL AGILON HEALTH INC,18/07/2025,21/07/2025,BUY,26,2.24,58.24,-0.06,0.00,58.30

NVTS NAVITAS SEMICONDUCTOR CORP,17/07/2025,18/07/2025,BUY,10,6.13,61.30,-0.06,0.00,61.36

NVTS NAVITAS SEMICONDUCTOR CORP,17/07/2025,18/07/2025,SELL,10,6.37,63.70,-0.07,0.00,63.63

RIVN RIVIAN AUTOMOTIVE INC,17/07/2025,18/07/2025,SELL,5,13.22,66.10,-0.08,0.00,66.02

DYN DYNE THERAPEUTICS INC,17/07/2025,18/07/2025,SELL,6,9.75,58.50,-0.07,0.00,58.43

NEGG NEWEGG COMMERCE INC,17/07/2025,18/07/2025,SELL,2,30.29,60.58,-0.07,0.00,60.51

NEGG NEWEGG COMMERCE INC,17/07/2025,18/07/2025,SELL,2,28.65,57.30,-0.07,0.00,57.23

RXRX RECURSION PHARMACEUTICALS INC,17/07/2025,18/07/2025,SELL,10,5.69,56.90,-0.07,0.00,56.83

APLS APELLIS PHARMACEUTICALS INC,17/07/2025,18/07/2025,SELL,3,20.00,60.00,-0.07,0.00,59.93

NVTS NAVITAS SEMICONDUCTOR CORP,17/07/2025,18/07/2025,SELL,200,6.20,1240.00,-1.27,-0.09,1238.64

DYN DYNE THERAPEUTICS INC,17/07/2025,18/07/2025,SELL,6,9.40,56.40,-0.07,0.00,56.33

RXRX RECURSION PHARMACEUTICALS INC,17/07/2025,18/07/2025,SELL,12,5.50,66.00,-0.08,0.00,65.92

RIVN RIVIAN AUTOMOTIVE INC,17/07/2025,18/07/2025,SELL,7,12.71,88.97,-0.10,-0.01,88.86

NEGG NEWEGG COMMERCE INC,16/07/2025,17/07/2025,BUY,2,26.86,53.72,-0.05,0.00,53.77

DYN DYNE THERAPEUTICS INC,16/07/2025,17/07/2025,SELL,7,9.02,63.14,-0.07,0.00,63.07

RIVN RIVIAN AUTOMOTIVE INC,16/07/2025,17/07/2025,BUY,5,12.00,60.00,-0.06,0.00,60.06

RXRX RECURSION PHARMACEUTICALS INC,16/07/2025,17/07/2025,BUY,11,5.24,57.64,-0.06,0.00,57.70

NEGG NEWEGG COMMERCE INC,16/07/2025,17/07/2025,SELL,2,28.65,57.30,-0.07,0.00,57.23

DYN DYNE THERAPEUTICS INC,16/07/2025,17/07/2025,BUY,7,8.67,60.69,-0.06,0.00,60.75

RIVN RIVIAN AUTOMOTIVE INC,16/07/2025,17/07/2025,BUY,5,12.52,62.60,-0.06,0.00,62.66

NVTS NAVITAS SEMICONDUCTOR CORP,16/07/2025,17/07/2025,BUY,10,6.13,61.30,-0.06,0.00,61.36

NEGG NEWEGG COMMERCE INC,16/07/2025,17/07/2025,BUY,2,26.86,53.72,-0.05,0.00,53.77

NEGG NEWEGG COMMERCE INC,16/07/2025,17/07/2025,BUY,2,28.48,56.96,-0.06,0.00,57.02

NEGG NEWEGG COMMERCE INC,16/07/2025,17/07/2025,BUY,13,29.90,388.70,-0.39,-0.03,389.12

FFWM FIRST FNDTN INC,16/07/2025,17/07/2025,BUY,11,5.31,58.41,-0.06,0.00,58.47

APLS APELLIS PHARMACEUTICALS INC,15/07/2025,16/07/2025,BUY,3,19.20,57.60,-0.06,0.00,57.66

NVTS NAVITAS SEMICONDUCTOR CORP,15/07/2025,16/07/2025,SELL,10,6.37,63.70,-0.07,0.00,63.63

NVTS NAVITAS SEMICONDUCTOR CORP,15/07/2025,16/07/2025,BUY,10,6.13,61.30,-0.06,0.00,61.36

FLNC FLUENCE ENERGY INC,15/07/2025,16/07/2025,SELL,7,8.43,59.01,-0.07,0.00,58.94

NVTS NAVITAS SEMICONDUCTOR CORP,15/07/2025,16/07/2025,SELL,10,6.37,63.70,-0.07,0.00,63.63

NVTS NAVITAS SEMICONDUCTOR CORP,15/07/2025,16/07/2025,SELL,10,6.16,61.60,-0.07,0.00,61.53

DYN DYNE THERAPEUTICS INC,14/07/2025,15/07/2025,SELL,7,9.01,63.07,-0.07,0.00,63.00

APLS APELLIS PHARMACEUTICALS INC,14/07/2025,15/07/2025,SELL,3,20.00,60.00,-0.07,0.00,59.93

DYN DYNE THERAPEUTICS INC,14/07/2025,15/07/2025,BUY,73,8.74,638.02,-0.64,-0.04,638.70

QXO QXO INC,14/07/2025,15/07/2025,BUY,3,21.15,63.45,-0.06,0.00,63.51

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,47.59,95.18,-0.11,-0.01,95.06

NVTS NAVITAS SEMICONDUCTOR CORP,11/07/2025,14/07/2025,BUY,10,5.88,58.80,-0.06,0.00,58.86

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,43.40,86.80,-0.10,-0.01,86.69

FLNC FLUENCE ENERGY INC,11/07/2025,14/07/2025,BUY,7,8.09,56.63,-0.06,0.00,56.69

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,41.50,83.00,-0.09,-0.01,82.90

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,38.32,76.64,-0.09,-0.01,76.54

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,35.33,70.66,-0.08,0.00,70.58

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,BUY,2,30.00,60.00,-0.06,0.00,60.06

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,BUY,2,36.15,72.30,-0.07,0.00,72.37

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,37.86,75.72,-0.09,-0.01,75.62

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,35.33,70.66,-0.08,0.00,70.58

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,33.12,66.24,-0.08,0.00,66.16

RXRX RECURSION PHARMACEUTICALS INC,11/07/2025,14/07/2025,BUY,11,5.45,59.95,-0.06,0.00,60.01

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,31.18,62.36,-0.07,0.00,62.29

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,29.44,58.88,-0.07,0.00,58.81

NVTS NAVITAS SEMICONDUCTOR CORP,11/07/2025,14/07/2025,BUY,10,6.13,61.30,-0.06,0.00,61.36

FLNC FLUENCE ENERGY INC,11/07/2025,14/07/2025,BUY,7,8.42,58.94,-0.06,0.00,59.00

NEGG NEWEGG COMMERCE INC,11/07/2025,14/07/2025,SELL,2,28.60,57.20,-0.07,0.00,57.13

NEGG NEWEGG COMMERCE INC,10/07/2025,11/07/2025,SELL,2,26.50,53.00,-0.06,0.00,52.94

GERN GERON CORP,10/07/2025,11/07/2025,BUY,48,1.34,64.32,-0.06,0.00,64.38

NEGG NEWEGG COMMERCE INC,10/07/2025,11/07/2025,SELL,2,25.24,50.48,-0.06,0.00,50.42

NEGG NEWEGG COMMERCE INC,10/07/2025,11/07/2025,SELL,2,24.09,48.18,-0.06,0.00,48.12

GERN GERON CORP,10/07/2025,11/07/2025,BUY,44,1.40,61.60,-0.06,0.00,61.66

APLS APELLIS PHARMACEUTICALS INC,10/07/2025,11/07/2025,SELL,3,19.26,57.78,-0.07,0.00,57.71

FLNC FLUENCE ENERGY INC,09/07/2025,10/07/2025,SELL,7,8.76,61.32,-0.07,0.00,61.25

NEGG NEWEGG COMMERCE INC,09/07/2025,10/07/2025,SELL,3,22.55,67.65,-0.08,0.00,67.57

NEGG NEWEGG COMMERCE INC,09/07/2025,10/07/2025,SELL,3,21.20,63.60,-0.07,0.00,63.53

GERN GERON CORP,09/07/2025,10/07/2025,SELL,43,1.46,62.78,-0.07,0.00,62.71

NVTS NAVITAS SEMICONDUCTOR CORP,09/07/2025,10/07/2025,BUY,9,6.37,57.33,-0.06,0.00,57.39

RXRX RECURSION PHARMACEUTICALS INC,09/07/2025,10/07/2025,SELL,12,5.69,68.28,-0.08,0.00,68.20

NEGG NEWEGG COMMERCE INC,09/07/2025,10/07/2025,SELL,4,20.05,80.20,-0.09,-0.01,80.10

APLS APELLIS PHARMACEUTICALS INC,09/07/2025,10/07/2025,SELL,5,18.54,92.70,-0.10,-0.01,92.59

NEGG NEWEGG COMMERCE INC,08/07/2025,09/07/2025,SELL,3,18.60,55.80,-0.07,0.00,55.73

NVTS NAVITAS SEMICONDUCTOR CORP,08/07/2025,09/07/2025,BUY,9,6.61,59.46,-0.06,0.00,59.52

NVTS NAVITAS SEMICONDUCTOR CORP,08/07/2025,09/07/2025,SELL,9,6.62,59.58,-0.07,0.00,59.51

NVTS NAVITAS SEMICONDUCTOR CORP,08/07/2025,09/07/2025,SELL,9,6.64,59.76,-0.07,0.00,59.69

FLNC FLUENCE ENERGY INC,08/07/2025,09/07/2025,SELL,7,8.43,59.01,-0.07,0.00,58.94

NEGG NEWEGG COMMERCE INC,08/07/2025,09/07/2025,SELL,3,17.67,53.01,-0.06,0.00,52.95

RXRX RECURSION PHARMACEUTICALS INC,08/07/2025,09/07/2025,SELL,11,5.44,59.84,-0.07,0.00,59.77

RIVN RIVIAN AUTOMOTIVE INC,08/07/2025,09/07/2025,SELL,5,13.00,65.00,-0.08,0.00,64.92

NVTS NAVITAS SEMICONDUCTOR CORP,08/07/2025,09/07/2025,SELL,10,6.37,63.70,-0.07,0.00,63.63

AGL AGILON HEALTH INC,08/07/2025,09/07/2025,BUY,32,2.33,74.56,-0.07,0.00,74.63

APLS APELLIS PHARMACEUTICALS INC,07/07/2025,08/07/2025,BUY,3,17.35,52.05,-0.05,0.00,52.10

RIVN RIVIAN AUTOMOTIVE INC,07/07/2025,08/07/2025,BUY,5,12.52,62.60,-0.06,0.00,62.66

NEGG NEWEGG COMMERCE INC,07/07/2025,08/07/2025,SELL,4,16.56,66.24,-0.08,0.00,66.16

NEGG NEWEGG COMMERCE INC,07/07/2025,08/07/2025,BUY,4,15.67,62.68,-0.06,0.00,62.74

NVTS NAVITAS SEMICONDUCTOR CORP,07/07/2025,08/07/2025,BUY,10,6.13,61.30,-0.06,0.00,61.36

QXO QXO INC,03/07/2025,07/07/2025,SELL,3,21.97,65.91,-0.08,0.00,65.83

AGL AGILON HEALTH INC,03/07/2025,07/07/2025,SELL,26,2.45,63.70,-0.07,0.00,63.63

FLNC FLUENCE ENERGY INC,03/07/2025,07/07/2025,SELL,7,8.12,56.84,-0.07,0.00,56.77

FLNC FLUENCE ENERGY INC,03/07/2025,07/07/2025,SELL,8,7.80,62.40,-0.07,0.00,62.33

RIVN RIVIAN AUTOMOTIVE INC,03/07/2025,07/07/2025,BUY,6,13.01,78.05,-0.08,-0.01,78.14

FLNC FLUENCE ENERGY INC,02/07/2025,03/07/2025,BUY,100,6.00,600.00,0.00,0.00,600.00

NEGG NEWEGG COMMERCE INC,02/07/2025,03/07/2025,SELL,4,16.56,66.24,-0.08,0.00,66.16

GERN GERON CORP,02/07/2025,03/07/2025,BUY,270,1.41,380.70,-0.39,-0.03,381.12

FLNC FLUENCE ENERGY INC,02/07/2025,03/07/2025,SELL,5,7.61,38.05,-0.05,0.00,38.00

FLNC FLUENCE ENERGY INC,01/07/2025,02/07/2025,SELL,8,7.32,58.56,-0.07,0.00,58.49

NEGG NEWEGG COMMERCE INC,01/07/2025,02/07/2025,BUY,4,15.67,62.68,-0.06,0.00,62.74

FFWM FIRST FNDTN INC,01/07/2025,02/07/2025,SELL,11,5.53,60.83,-0.07,0.00,60.76

NEGG NEWEGG COMMERCE INC,01/07/2025,02/07/2025,BUY,4,16.60,66.40,-0.07,0.00,66.47

NEGG NEWEGG COMMERCE INC,01/07/2025,02/07/2025,SELL,4,16.56,66.24,-0.08,0.00,66.16

NEGG NEWEGG COMMERCE INC,01/07/2025,02/07/2025,SELL,4,16.56,66.24,-0.08,0.00,66.16

NVTS NAVITAS SEMICONDUCTOR CORP,01/07/2025,02/07/2025,SELL,10,6.37,63.70,-0.07,0.00,63.63

FLNC FLUENCE ENERGY INC,01/07/2025,02/07/2025,SELL,9,7.03,63.27,-0.07,0.00,63.20

FFWM FIRST FNDTN INC,01/07/2025,02/07/2025,SELL,12,5.31,63.72,-0.07,0.00,63.65

NEGG NEWEGG COMMERCE INC,01/07/2025,02/07/2025,BUY,4,15.67,62.68,-0.06,0.00,62.74

NVTS NAVITAS SEMICONDUCTOR CORP,01/07/2025,02/07/2025,BUY,10,6.13,61.30,-0.06,0.00,61.36

RXRX RECURSION PHARMACEUTICALS INC,01/07/2025,02/07/2025,SELL,12,5.22,62.64,-0.07,0.00,62.57

