"                                                    Monthly Statement 2025-09"
"TRADE RECORDS "
Stocks
Currency: USD
Symbol & Name,Trade Date,Settlement Date,Buy/Sell,Quantity,Traded Price,Gross Amount,Comm/Fee/Tax,VAT,Net Amount
FLNC FLUENCE ENERGY INC,29/09/2025,30/09/2025,SELL,5,12.58,62.90,-0.07,0.00,62.83

NVTS NAVITAS SEMICONDUCTOR CORP,29/09/2025,30/09/2025,SELL,9,6.84,61.56,-0.07,0.00,61.49

CLSK CLEANSPARK INC,29/09/2025,30/09/2025,SELL,4,13.30,53.20,-0.06,0.00,53.14

RXRX RECURSION PHARMACEUTICALS INC,29/09/2025,30/09/2025,SELL,12,4.80,57.60,-0.07,0.00,57.53

NVTS NAVITAS SEMICONDUCTOR CORP,29/09/2025,30/09/2025,SELL,9,6.62,59.58,-0.07,0.00,59.51

APLS APELLIS PHARMACEUTICALS INC,26/09/2025,29/09/2025,SELL,2,22.65,45.30,-0.06,0.00,45.24

CLSK CLEANSPARK INC,26/09/2025,29/09/2025,BUY,5,12.97,64.85,-0.06,0.00,64.91

FLNC FLUENCE ENERGY INC,26/09/2025,29/09/2025,SELL,5,12.09,60.45,-0.07,0.00,60.38

IBRX IMMUNITYBIO INC,26/09/2025,29/09/2025,SELL,24,2.52,60.48,-0.07,0.00,60.41

CLSK CLEANSPARK INC,26/09/2025,29/09/2025,SELL,4,13.37,53.48,-0.06,0.00,53.42

CLSK CLEANSPARK INC,26/09/2025,29/09/2025,SELL,5,12.99,64.95,-0.07,0.00,64.88

APLS APELLIS PHARMACEUTICALS INC,26/09/2025,29/09/2025,SELL,3,22.07,66.21,-0.08,0.00,66.13

RIVN RIVIAN AUTOMOTIVE INC,26/09/2025,29/09/2025,SELL,4,16.08,64.32,-0.07,0.00,64.25

CLSK CLEANSPARK INC,26/09/2025,29/09/2025,BUY,5,12.66,63.30,-0.06,0.00,63.36

APLS APELLIS PHARMACEUTICALS INC,26/09/2025,29/09/2025,SELL,3,21.51,64.53,-0.07,0.00,64.46

NVTS NAVITAS SEMICONDUCTOR CORP,26/09/2025,29/09/2025,BUY,9,6.32,56.88,-0.06,0.00,56.94

CLSK CLEANSPARK INC,26/09/2025,29/09/2025,BUY,5,13.05,65.25,-0.07,0.00,65.32

FLNC FLUENCE ENERGY INC,26/09/2025,29/09/2025,BUY,5,11.61,58.05,-0.06,0.00,58.11

SG SWEETGREEN INC,26/09/2025,29/09/2025,BUY,13,8.24,107.12,-0.11,-0.01,107.24

APLS APELLIS PHARMACEUTICALS INC,26/09/2025,29/09/2025,BUY,3,21.03,63.09,-0.06,0.00,63.15

NVTS NAVITAS SEMICONDUCTOR CORP,26/09/2025,29/09/2025,BUY,11,6.55,72.06,-0.07,0.00,72.13

NEGG NEWEGG COMMERCE INC,26/09/2025,29/09/2025,BUY,1,44.00,44.00,-0.04,0.00,44.04

CLSK CLEANSPARK INC,26/09/2025,29/09/2025,BUY,4,13.25,53.00,-0.05,0.00,53.05

CLSK CLEANSPARK INC,26/09/2025,29/09/2025,BUY,7,13.26,92.82,-0.09,-0.01,92.92

APLS APELLIS PHARMACEUTICALS INC,26/09/2025,29/09/2025,BUY,6,21.09,126.54,-0.13,-0.01,126.68

RXRX RECURSION PHARMACEUTICALS INC,25/09/2025,26/09/2025,BUY,13,4.62,60.06,-0.06,0.00,60.12

GERN GERON CORP,25/09/2025,26/09/2025,BUY,42,1.31,55.02,-0.06,0.00,55.08

RXRX RECURSION PHARMACEUTICALS INC,25/09/2025,26/09/2025,SELL,12,4.81,57.72,-0.07,0.00,57.65

RXRX RECURSION PHARMACEUTICALS INC,25/09/2025,26/09/2025,BUY,13,4.63,60.19,-0.06,0.00,60.25

QXO QXO INC,25/09/2025,26/09/2025,BUY,3,18.77,56.31,-0.06,0.00,56.37

IBRX IMMUNITYBIO INC,25/09/2025,26/09/2025,BUY,24,2.44,58.56,-0.06,0.00,58.62

DJT TRUMP MEDIA & TECHNOLOGY GROUP,25/09/2025,26/09/2025,BUY,4,16.72,66.88,-0.07,0.00,66.95

RXRX RECURSION PHARMACEUTICALS INC,25/09/2025,26/09/2025,BUY,12,4.80,57.60,-0.06,0.00,57.66

QXO QXO INC,25/09/2025,26/09/2025,BUY,9,19.04,171.36,-0.17,-0.01,171.54

IBRX IMMUNITYBIO INC,25/09/2025,26/09/2025,BUY,35,2.48,86.80,-0.09,-0.01,86.90

QXO QXO INC,25/09/2025,26/09/2025,SELL,9,19.17,172.53,-0.18,-0.01,172.34

QXO QXO INC,25/09/2025,26/09/2025,BUY,9,19.20,172.80,-0.17,-0.01,172.98

QXO QXO INC,25/09/2025,26/09/2025,SELL,3,19.26,57.78,-0.07,0.00,57.71

IBRX IMMUNITYBIO INC,25/09/2025,26/09/2025,SELL,32,2.50,80.00,-0.09,-0.01,79.90

IBRX IMMUNITYBIO INC,25/09/2025,26/09/2025,BUY,32,2.51,80.32,-0.08,-0.01,80.41

DJT TRUMP MEDIA & TECHNOLOGY GROUP,25/09/2025,26/09/2025,BUY,3,16.98,50.94,-0.05,0.00,50.99

CLSK CLEANSPARK INC,24/09/2025,25/09/2025,SELL,4,14.39,57.56,-0.07,0.00,57.49

CLSK CLEANSPARK INC,24/09/2025,25/09/2025,BUY,7,14.00,98.00,-0.10,-0.01,98.11

NVTS NAVITAS SEMICONDUCTOR CORP,24/09/2025,25/09/2025,BUY,9,6.92,62.28,-0.06,0.00,62.34

APLS APELLIS PHARMACEUTICALS INC,24/09/2025,25/09/2025,BUY,3,22.80,68.40,-0.07,0.00,68.47

NVTS NAVITAS SEMICONDUCTOR CORP,24/09/2025,25/09/2025,SELL,8,7.22,57.76,-0.07,0.00,57.69

FLNC FLUENCE ENERGY INC,24/09/2025,25/09/2025,SELL,5,11.64,58.20,-0.07,0.00,58.13

FLNC FLUENCE ENERGY INC,24/09/2025,25/09/2025,SELL,5,11.22,56.10,-0.07,0.00,56.03

FLNC FLUENCE ENERGY INC,24/09/2025,25/09/2025,SELL,5,11.22,56.10,-0.07,0.00,56.03

FLNC FLUENCE ENERGY INC,24/09/2025,25/09/2025,SELL,6,10.76,64.56,-0.07,0.00,64.49

NVTS NAVITAS SEMICONDUCTOR CORP,24/09/2025,25/09/2025,BUY,11,6.93,76.23,-0.08,-0.01,76.32

FLNC FLUENCE ENERGY INC,24/09/2025,25/09/2025,BUY,9,10.36,93.24,-0.09,-0.01,93.34

GERN GERON CORP,23/09/2025,24/09/2025,SELL,42,1.36,57.12,-0.07,0.00,57.05

RIVN RIVIAN AUTOMOTIVE INC,23/09/2025,24/09/2025,SELL,4,15.45,61.80,-0.07,0.00,61.73

FLNC FLUENCE ENERGY INC,23/09/2025,24/09/2025,SELL,5,11.06,55.30,-0.07,0.00,55.23

SG SWEETGREEN INC,23/09/2025,24/09/2025,BUY,7,8.94,62.58,-0.06,0.00,62.64

SG SWEETGREEN INC,23/09/2025,24/09/2025,SELL,7,8.93,62.51,-0.07,0.00,62.44

APLS APELLIS PHARMACEUTICALS INC,22/09/2025,23/09/2025,BUY,1,22.90,22.90,-0.02,0.00,22.92

NVTS NAVITAS SEMICONDUCTOR CORP,22/09/2025,23/09/2025,SELL,8,7.32,58.56,-0.07,0.00,58.49

SG SWEETGREEN INC,22/09/2025,23/09/2025,SELL,7,8.91,62.37,-0.07,0.00,62.30

NEGG NEWEGG COMMERCE INC,22/09/2025,23/09/2025,BUY,1,48.00,48.00,-0.05,0.00,48.05

NVTS NAVITAS SEMICONDUCTOR CORP,22/09/2025,23/09/2025,SELL,9,7.03,63.27,-0.07,0.00,63.20

AGL AGILON HEALTH INC,22/09/2025,23/09/2025,BUY,57,1.12,63.84,-0.06,0.00,63.90

FLNC FLUENCE ENERGY INC,22/09/2025,23/09/2025,SELL,6,10.61,63.66,-0.07,0.00,63.59

FLNC FLUENCE ENERGY INC,22/09/2025,23/09/2025,SELL,6,10.20,61.20,-0.07,0.00,61.13

RIVN RIVIAN AUTOMOTIVE INC,22/09/2025,23/09/2025,SELL,4,14.86,59.44,-0.07,0.00,59.37

DJT TRUMP MEDIA & TECHNOLOGY GROUP,22/09/2025,23/09/2025,SELL,3,17.76,53.28,-0.06,0.00,53.22

FLNC FLUENCE ENERGY INC,22/09/2025,23/09/2025,SELL,6,9.81,58.86,-0.07,0.00,58.79

APLS APELLIS PHARMACEUTICALS INC,22/09/2025,23/09/2025,SELL,3,23.49,70.47,-0.08,0.00,70.39

QXO QXO INC,22/09/2025,23/09/2025,BUY,3,20.38,61.14,-0.06,0.00,61.20

IBRX IMMUNITYBIO INC,22/09/2025,23/09/2025,BUY,22,2.65,58.30,-0.06,0.00,58.36

NVTS NAVITAS SEMICONDUCTOR CORP,22/09/2025,23/09/2025,BUY,9,6.76,60.84,-0.06,0.00,60.90

RXRX RECURSION PHARMACEUTICALS INC,22/09/2025,23/09/2025,BUY,12,5.02,60.24,-0.06,0.00,60.30

RXRX RECURSION PHARMACEUTICALS INC,22/09/2025,23/09/2025,SELL,12,5.22,62.64,-0.07,0.00,62.57

IBRX IMMUNITYBIO INC,22/09/2025,23/09/2025,BUY,73,2.73,199.29,-0.20,-0.01,199.50

FFWM FIRST FNDTN INC,22/09/2025,23/09/2025,BUY,10,5.81,58.10,-0.06,0.00,58.16

AGL AGILON HEALTH INC,22/09/2025,23/09/2025,BUY,82,1.17,95.94,-0.10,-0.01,96.05

NVTS NAVITAS SEMICONDUCTOR CORP,19/09/2025,22/09/2025,SELL,5,7.16,35.80,-0.05,0.00,35.75

FLNC FLUENCE ENERGY INC,19/09/2025,22/09/2025,SELL,6,9.45,56.70,-0.07,0.00,56.63

NEGG NEWEGG COMMERCE INC,19/09/2025,22/09/2025,SELL,1,56.00,56.00,-0.07,0.00,55.93

DJT TRUMP MEDIA & TECHNOLOGY GROUP,19/09/2025,22/09/2025,SELL,3,17.31,51.93,-0.06,0.00,51.87

DYN DYNE THERAPEUTICS INC,19/09/2025,22/09/2025,BUY,5,13.33,66.65,-0.07,0.00,66.72

FLNC FLUENCE ENERGY INC,19/09/2025,22/09/2025,SELL,7,9.07,63.49,-0.07,0.00,63.42

FLNC FLUENCE ENERGY INC,19/09/2025,22/09/2025,SELL,7,8.72,61.04,-0.07,0.00,60.97

APLS APELLIS PHARMACEUTICALS INC,19/09/2025,22/09/2025,BUY,3,23.02,69.06,-0.07,0.00,69.13

FLNC FLUENCE ENERGY INC,19/09/2025,22/09/2025,SELL,7,8.39,58.73,-0.07,0.00,58.66

RIVN RIVIAN AUTOMOTIVE INC,19/09/2025,22/09/2025,BUY,4,14.26,57.04,-0.06,0.00,57.10

NEGG NEWEGG COMMERCE INC,19/09/2025,22/09/2025,SELL,1,50.91,50.91,-0.06,0.00,50.85

RXRX RECURSION PHARMACEUTICALS INC,19/09/2025,22/09/2025,SELL,12,5.02,60.24,-0.07,0.00,60.17

DYN DYNE THERAPEUTICS INC,19/09/2025,22/09/2025,BUY,4,13.85,55.40,-0.06,0.00,55.46

QXO QXO INC,19/09/2025,22/09/2025,BUY,3,20.98,62.94,-0.06,0.00,63.00

APLS APELLIS PHARMACEUTICALS INC,19/09/2025,22/09/2025,BUY,3,23.50,70.50,-0.07,0.00,70.57

SG SWEETGREEN INC,18/09/2025,19/09/2025,BUY,7,8.57,59.99,-0.06,0.00,60.05

RIVN RIVIAN AUTOMOTIVE INC,18/09/2025,19/09/2025,SELL,4,14.86,59.44,-0.07,0.00,59.37

AGL AGILON HEALTH INC,18/09/2025,19/09/2025,SELL,50,1.25,62.50,-0.07,0.00,62.43

NVTS NAVITAS SEMICONDUCTOR CORP,18/09/2025,19/09/2025,SELL,9,6.87,61.83,-0.07,0.00,61.76

CLSK CLEANSPARK INC,18/09/2025,19/09/2025,SELL,1,12.49,12.49,-0.02,0.00,12.47

AGL AGILON HEALTH INC,18/09/2025,19/09/2025,SELL,54,1.20,64.80,-0.07,0.00,64.73

NVTS NAVITAS SEMICONDUCTOR CORP,18/09/2025,19/09/2025,SELL,9,6.61,59.49,-0.07,0.00,59.42

NVTS NAVITAS SEMICONDUCTOR CORP,17/09/2025,18/09/2025,SELL,9,6.64,59.76,-0.07,0.00,59.69

AGL AGILON HEALTH INC,17/09/2025,18/09/2025,BUY,54,1.15,62.10,-0.06,0.00,62.16

DJT TRUMP MEDIA & TECHNOLOGY GROUP,17/09/2025,18/09/2025,BUY,4,16.87,67.48,-0.07,0.00,67.55

NVTS NAVITAS SEMICONDUCTOR CORP,17/09/2025,18/09/2025,BUY,10,6.13,61.30,-0.06,0.00,61.36

IBRX IMMUNITYBIO INC,17/09/2025,18/09/2025,SELL,20,2.93,58.60,-0.07,0.00,58.53

NVTS NAVITAS SEMICONDUCTOR CORP,17/09/2025,18/09/2025,SELL,10,6.37,63.70,-0.07,0.00,63.63

AGL AGILON HEALTH INC,17/09/2025,18/09/2025,SELL,54,1.20,64.80,-0.07,0.00,64.73

AGL AGILON HEALTH INC,17/09/2025,18/09/2025,BUY,54,1.15,62.10,-0.06,0.00,62.16

GERN GERON CORP,17/09/2025,18/09/2025,SELL,45,1.31,58.95,-0.07,0.00,58.88

NVTS NAVITAS SEMICONDUCTOR CORP,17/09/2025,18/09/2025,SELL,10,6.12,61.20,-0.07,0.00,61.13

QXO QXO INC,17/09/2025,18/09/2025,SELL,3,21.52,64.56,-0.07,0.00,64.49

AGL AGILON HEALTH INC,17/09/2025,18/09/2025,SELL,54,1.20,64.80,-0.07,0.00,64.73

SG SWEETGREEN INC,17/09/2025,18/09/2025,SELL,7,8.91,62.37,-0.07,0.00,62.30

NVTS NAVITAS SEMICONDUCTOR CORP,17/09/2025,18/09/2025,BUY,24,5.86,140.64,-0.14,-0.01,140.79

AGL AGILON HEALTH INC,16/09/2025,17/09/2025,SELL,47,1.15,54.05,-0.06,0.00,53.99

CLSK CLEANSPARK INC,16/09/2025,17/09/2025,SELL,5,10.97,54.85,-0.06,0.00,54.79

RIVN RIVIAN AUTOMOTIVE INC,16/09/2025,17/09/2025,SELL,4,14.31,57.24,-0.07,0.00,57.17

CLSK CLEANSPARK INC,16/09/2025,17/09/2025,BUY,6,10.74,64.41,-0.06,0.00,64.47

CLSK CLEANSPARK INC,16/09/2025,17/09/2025,SELL,4,10.76,43.05,-0.05,0.00,43.00

CLSK CLEANSPARK INC,16/09/2025,17/09/2025,SELL,6,10.76,64.56,-0.07,0.00,64.49

CLSK CLEANSPARK INC,16/09/2025,17/09/2025,SELL,6,10.46,62.76,-0.07,0.00,62.69

CLSK CLEANSPARK INC,16/09/2025,17/09/2025,BUY,6,10.19,61.14,-0.06,0.00,61.20

IBRX IMMUNITYBIO INC,16/09/2025,17/09/2025,SELL,21,2.84,59.64,-0.07,0.00,59.57

FLNC FLUENCE ENERGY INC,16/09/2025,17/09/2025,SELL,7,8.08,56.56,-0.07,0.00,56.49

FLNC FLUENCE ENERGY INC,16/09/2025,17/09/2025,SELL,8,7.76,62.08,-0.07,0.00,62.01

GERN GERON CORP,16/09/2025,17/09/2025,BUY,45,1.26,56.70,-0.06,0.00,56.76

FLNC FLUENCE ENERGY INC,16/09/2025,17/09/2025,SELL,8,7.46,59.68,-0.07,0.00,59.61

APLS APELLIS PHARMACEUTICALS INC,16/09/2025,17/09/2025,SELL,3,24.39,73.17,-0.08,0.00,73.09

RXRX RECURSION PHARMACEUTICALS INC,16/09/2025,17/09/2025,BUY,14,4.83,67.62,-0.07,0.00,67.69

RIVN RIVIAN AUTOMOTIVE INC,16/09/2025,17/09/2025,BUY,6,13.68,82.08,-0.08,-0.01,82.17

IBRX IMMUNITYBIO INC,15/09/2025,16/09/2025,SELL,22,2.75,60.50,-0.07,0.00,60.43

APLS APELLIS PHARMACEUTICALS INC,15/09/2025,16/09/2025,BUY,3,23.69,71.07,-0.07,0.00,71.14

APLS APELLIS PHARMACEUTICALS INC,15/09/2025,16/09/2025,SELL,2,24.38,48.76,-0.06,0.00,48.70

APLS APELLIS PHARMACEUTICALS INC,15/09/2025,16/09/2025,BUY,3,23.92,71.76,-0.07,0.00,71.83

APLS APELLIS PHARMACEUTICALS INC,15/09/2025,16/09/2025,BUY,2,24.40,48.80,-0.05,0.00,48.85

AGL AGILON HEALTH INC,15/09/2025,16/09/2025,SELL,51,1.11,56.61,-0.07,0.00,56.54

DJT TRUMP MEDIA & TECHNOLOGY GROUP,15/09/2025,16/09/2025,SELL,3,17.46,52.38,-0.06,0.00,52.32

RXRX RECURSION PHARMACEUTICALS INC,15/09/2025,16/09/2025,SELL,12,5.05,60.60,-0.07,0.00,60.53

IBRX IMMUNITYBIO INC,15/09/2025,16/09/2025,SELL,23,2.66,61.18,-0.07,0.00,61.11

FLNC FLUENCE ENERGY INC,15/09/2025,16/09/2025,SELL,9,7.16,64.44,-0.07,0.00,64.37

FLNC FLUENCE ENERGY INC,12/09/2025,15/09/2025,BUY,9,6.89,62.01,-0.06,0.00,62.07

FLNC FLUENCE ENERGY INC,12/09/2025,15/09/2025,SELL,9,7.16,64.44,-0.07,0.00,64.37

QXO QXO INC,12/09/2025,15/09/2025,BUY,2,20.87,41.74,-0.04,0.00,41.78

NVTS NAVITAS SEMICONDUCTOR CORP,12/09/2025,15/09/2025,SELL,9,6.50,58.50,-0.07,0.00,58.43

NVTS NAVITAS SEMICONDUCTOR CORP,12/09/2025,15/09/2025,SELL,10,6.24,62.40,-0.07,0.00,62.33

QXO QXO INC,12/09/2025,15/09/2025,BUY,5,21.33,106.65,-0.11,-0.01,106.77

AGL AGILON HEALTH INC,12/09/2025,15/09/2025,SELL,54,1.07,57.78,-0.07,0.00,57.71

IBRX IMMUNITYBIO INC,12/09/2025,15/09/2025,BUY,23,2.57,59.11,-0.06,0.00,59.17

FLNC FLUENCE ENERGY INC,12/09/2025,15/09/2025,SELL,9,6.95,62.55,-0.07,0.00,62.48

DYN DYNE THERAPEUTICS INC,12/09/2025,15/09/2025,BUY,8,13.21,105.68,-0.11,-0.01,105.80

AGL AGILON HEALTH INC,11/09/2025,12/09/2025,BUY,54,1.03,55.62,-0.06,0.00,55.68

IBRX IMMUNITYBIO INC,11/09/2025,12/09/2025,SELL,23,2.66,61.18,-0.07,0.00,61.11

APLS APELLIS PHARMACEUTICALS INC,11/09/2025,12/09/2025,BUY,2,24.90,49.80,-0.05,0.00,49.85

CLSK CLEANSPARK INC,11/09/2025,12/09/2025,SELL,6,10.46,62.76,-0.07,0.00,62.69

AGL AGILON HEALTH INC,11/09/2025,12/09/2025,BUY,51,1.07,54.57,-0.05,0.00,54.62

APLS APELLIS PHARMACEUTICALS INC,11/09/2025,12/09/2025,BUY,2,25.42,50.84,-0.05,0.00,50.89

RXRX RECURSION PHARMACEUTICALS INC,11/09/2025,12/09/2025,SELL,12,4.86,58.32,-0.07,0.00,58.25

AGL AGILON HEALTH INC,11/09/2025,12/09/2025,BUY,58,1.11,64.38,-0.06,0.00,64.44

RIVN RIVIAN AUTOMOTIVE INC,11/09/2025,12/09/2025,SELL,4,14.58,58.32,-0.07,0.00,58.25

CLSK CLEANSPARK INC,11/09/2025,12/09/2025,SELL,6,10.18,61.08,-0.07,0.00,61.01

FLNC FLUENCE ENERGY INC,11/09/2025,12/09/2025,BUY,9,6.61,59.49,-0.06,0.00,59.55

APLS APELLIS PHARMACEUTICALS INC,11/09/2025,12/09/2025,BUY,8,26.14,209.12,-0.21,-0.01,209.34

SG SWEETGREEN INC,10/09/2025,11/09/2025,BUY,7,8.57,59.99,-0.06,0.00,60.05

IBRX IMMUNITYBIO INC,10/09/2025,11/09/2025,SELL,23,2.57,59.11,-0.07,0.00,59.04

CLSK CLEANSPARK INC,10/09/2025,11/09/2025,BUY,6,9.91,59.46,-0.06,0.00,59.52

GERN GERON CORP,10/09/2025,11/09/2025,BUY,42,1.31,55.02,-0.06,0.00,55.08

FLNC FLUENCE ENERGY INC,10/09/2025,11/09/2025,BUY,9,6.89,62.01,-0.06,0.00,62.07

CLSK CLEANSPARK INC,10/09/2025,11/09/2025,SELL,6,10.18,61.08,-0.07,0.00,61.01

FLNC FLUENCE ENERGY INC,10/09/2025,11/09/2025,SELL,8,7.19,57.52,-0.07,0.00,57.45

IBRX IMMUNITYBIO INC,10/09/2025,11/09/2025,BUY,25,2.49,62.25,-0.06,0.00,62.31

NVTS NAVITAS SEMICONDUCTOR CORP,10/09/2025,11/09/2025,SELL,10,6.00,60.00,-0.07,0.00,59.93

SG SWEETGREEN INC,10/09/2025,11/09/2025,SELL,7,8.91,62.37,-0.07,0.00,62.30

CLSK CLEANSPARK INC,10/09/2025,11/09/2025,SELL,6,9.91,59.46,-0.07,0.00,59.39

IBRX IMMUNITYBIO INC,10/09/2025,11/09/2025,SELL,22,2.58,56.76,-0.07,0.00,56.69

FLNC FLUENCE ENERGY INC,10/09/2025,11/09/2025,BUY,22,6.90,151.80,-0.15,-0.01,151.96

CLSK CLEANSPARK INC,10/09/2025,11/09/2025,SELL,6,9.73,58.38,-0.07,0.00,58.31

SG SWEETGREEN INC,09/09/2025,10/09/2025,SELL,7,8.57,59.99,-0.07,0.00,59.92

CLSK CLEANSPARK INC,09/09/2025,10/09/2025,SELL,6,9.42,56.52,-0.07,0.00,56.45

AGL AGILON HEALTH INC,09/09/2025,10/09/2025,BUY,53,1.16,61.48,-0.06,0.00,61.54

IBRX IMMUNITYBIO INC,09/09/2025,10/09/2025,SELL,24,2.50,60.00,-0.07,0.00,59.93

GERN GERON CORP,09/09/2025,10/09/2025,BUY,47,1.36,63.92,-0.06,0.00,63.98

AGL AGILON HEALTH INC,09/09/2025,10/09/2025,BUY,50,1.21,60.50,-0.06,0.00,60.56

DJT TRUMP MEDIA & TECHNOLOGY GROUP,08/09/2025,09/09/2025,SELL,4,16.89,67.56,-0.08,0.00,67.48

SG SWEETGREEN INC,08/09/2025,09/09/2025,BUY,7,8.23,57.61,-0.06,0.00,57.67

AGL AGILON HEALTH INC,08/09/2025,09/09/2025,SELL,50,1.26,63.00,-0.07,0.00,62.93

IBRX IMMUNITYBIO INC,08/09/2025,09/09/2025,SELL,25,2.42,60.50,-0.07,0.00,60.43

NVTS NAVITAS SEMICONDUCTOR CORP,08/09/2025,09/09/2025,SELL,11,5.76,63.36,-0.07,0.00,63.29

IBRX IMMUNITYBIO INC,08/09/2025,09/09/2025,BUY,25,2.34,58.50,-0.06,0.00,58.56

SG SWEETGREEN INC,08/09/2025,09/09/2025,BUY,7,8.57,59.99,-0.06,0.00,60.05

AGL AGILON HEALTH INC,08/09/2025,09/09/2025,SELL,50,1.21,60.50,-0.07,0.00,60.43

RXRX RECURSION PHARMACEUTICALS INC,08/09/2025,09/09/2025,SELL,13,4.67,60.71,-0.07,0.00,60.64

QXO QXO INC,08/09/2025,09/09/2025,SELL,3,22.38,67.14,-0.08,0.00,67.06

GERN GERON CORP,08/09/2025,09/09/2025,BUY,42,1.42,59.61,-0.06,0.00,59.67

QXO QXO INC,05/09/2025,08/09/2025,SELL,3,21.74,65.22,-0.08,0.00,65.14

CLSK CLEANSPARK INC,05/09/2025,08/09/2025,SELL,7,9.15,64.05,-0.07,0.00,63.98

DYN DYNE THERAPEUTICS INC,05/09/2025,08/09/2025,SELL,4,14.18,56.72,-0.07,0.00,56.65

DJT TRUMP MEDIA & TECHNOLOGY GROUP,05/09/2025,08/09/2025,BUY,4,16.44,65.76,-0.07,0.00,65.83

AGL AGILON HEALTH INC,05/09/2025,08/09/2025,BUY,50,1.21,60.50,-0.06,0.00,60.56

CLSK CLEANSPARK INC,05/09/2025,08/09/2025,BUY,7,8.92,62.44,-0.06,0.00,62.50

NVTS NAVITAS SEMICONDUCTOR CORP,05/09/2025,08/09/2025,BUY,11,5.54,60.94,-0.06,0.00,61.00

IBRX IMMUNITYBIO INC,05/09/2025,08/09/2025,SELL,25,2.42,60.50,-0.07,0.00,60.43

RIVN RIVIAN AUTOMOTIVE INC,05/09/2025,08/09/2025,SELL,4,14.05,56.20,-0.07,0.00,56.13

NEGG NEWEGG COMMERCE INC,05/09/2025,08/09/2025,SELL,1,46.67,46.67,-0.06,0.00,46.61

NVTS NAVITAS SEMICONDUCTOR CORP,05/09/2025,08/09/2025,SELL,10,5.78,57.80,-0.07,0.00,57.73

QXO QXO INC,05/09/2025,08/09/2025,SELL,3,21.12,63.36,-0.07,0.00,63.29

AGL AGILON HEALTH INC,05/09/2025,08/09/2025,BUY,50,1.21,60.50,-0.06,0.00,60.56

NEGG NEWEGG COMMERCE INC,05/09/2025,08/09/2025,SELL,1,43.08,43.08,-0.05,0.00,43.03

NVTS NAVITAS SEMICONDUCTOR CORP,05/09/2025,08/09/2025,BUY,11,5.56,61.16,-0.06,0.00,61.22

QXO QXO INC,04/09/2025,05/09/2025,SELL,3,20.55,61.65,-0.07,0.00,61.58

RIVN RIVIAN AUTOMOTIVE INC,04/09/2025,05/09/2025,BUY,4,13.46,53.84,-0.05,0.00,53.89

