"                                                    Monthly Statement 2025-05"
"TRADE RECORDS "
Stocks
Currency: USD
Symbol & Name,Trade Date,Settlement Date,Buy/Sell,Quantity,Traded Price,Gross Amount,Comm/Fee/Tax,VAT,Net Amount
RIVN RIVIAN AUTOMOTIVE INC,09/05/2025,12/05/2025,SELL,4,14.05,56.20,-0.08,0.00,56.12

NEGG NEWEGG COMMERCE INC,09/05/2025,12/05/2025,SELL,22,4.11,90.42,-0.11,-0.01,90.30

APLS APELLIS PHARMACEUTICALS INC,09/05/2025,12/05/2025,BUY,5,17.80,89.00,-0.09,-0.01,89.10

NEGG NEWEGG COMMERCE INC,08/05/2025,09/05/2025,SELL,15,3.88,58.20,-0.08,0.00,58.12

RIVN RIVIAN AUTOMOTIVE INC,08/05/2025,09/05/2025,SELL,4,13.57,54.28,-0.07,0.00,54.21

NVTS NAVITAS SEMICONDUCTOR CORP,08/05/2025,09/05/2025,BUY,31,1.91,59.21,-0.06,0.00,59.27

NVTS NAVITAS SEMICONDUCTOR CORP,08/05/2025,09/05/2025,SELL,31,1.99,61.69,-0.08,0.00,61.61

RIVN RIVIAN AUTOMOTIVE INC,07/05/2025,08/05/2025,BUY,5,13.09,65.45,-0.07,0.00,65.52

APLS APELLIS PHARMACEUTICALS INC,07/05/2025,08/05/2025,SELL,8,19.08,152.64,-0.17,-0.01,152.46

APLS APELLIS PHARMACEUTICALS INC,07/05/2025,08/05/2025,BUY,9,17.24,155.16,-0.16,-0.01,155.33

APLS APELLIS PHARMACEUTICALS INC,07/05/2025,08/05/2025,BUY,5,16.77,83.85,-0.08,-0.01,83.94

NEGG NEWEGG COMMERCE INC,06/05/2025,07/05/2025,SELL,16,3.73,59.68,-0.08,0.00,59.60

NVTS NAVITAS SEMICONDUCTOR CORP,06/05/2025,07/05/2025,SELL,30,1.91,57.30,-0.08,0.00,57.22

RIVN RIVIAN AUTOMOTIVE INC,06/05/2025,07/05/2025,SELL,4,13.68,54.72,-0.07,0.00,54.65

NVTS NAVITAS SEMICONDUCTOR CORP,06/05/2025,07/05/2025,BUY,34,1.84,62.56,-0.06,0.00,62.62

NVTS NAVITAS SEMICONDUCTOR CORP,06/05/2025,07/05/2025,BUY,31,1.92,59.52,-0.06,0.00,59.58

RIVN RIVIAN AUTOMOTIVE INC,05/05/2025,06/05/2025,BUY,5,13.21,66.05,-0.07,0.00,66.12

NVTS NAVITAS SEMICONDUCTOR CORP,05/05/2025,06/05/2025,BUY,31,2.00,62.00,-0.06,0.00,62.06

NVTS NAVITAS SEMICONDUCTOR CORP,02/05/2025,05/05/2025,SELL,24,2.09,50.16,-0.07,0.00,50.09

FFWM FIRST FNDTN INC,02/05/2025,05/05/2025,SELL,12,5.31,63.72,-0.08,0.00,63.64

NEGG NEWEGG COMMERCE INC,02/05/2025,05/05/2025,SELL,16,3.59,57.44,-0.08,0.00,57.36

FFWM FIRST FNDTN INC,02/05/2025,05/05/2025,BUY,12,5.11,61.32,-0.06,0.00,61.38

NVTS NAVITAS SEMICONDUCTOR CORP,02/05/2025,05/05/2025,SELL,31,2.02,62.62,-0.08,0.00,62.54

APLS APELLIS PHARMACEUTICALS INC,02/05/2025,05/05/2025,SELL,3,20.53,61.59,-0.08,0.00,61.51

NEGG NEWEGG COMMERCE INC,01/05/2025,02/05/2025,BUY,18,3.46,62.28,-0.06,0.00,62.34

APLS APELLIS PHARMACEUTICALS INC,01/05/2025,02/05/2025,SELL,3,19.75,59.25,-0.08,0.00,59.17

FFWM FIRST FNDTN INC,01/05/2025,02/05/2025,SELL,12,5.32,63.84,-0.08,0.00,63.76

NEGG NEWEGG COMMERCE INC,01/05/2025,02/05/2025,BUY,17,3.61,61.37,-0.06,0.00,61.43

RIVN RIVIAN AUTOMOTIVE INC,01/05/2025,02/05/2025,SELL,4,13.81,55.24,-0.08,0.00,55.16

APLS APELLIS PHARMACEUTICALS INC,01/05/2025,02/05/2025,SELL,3,19.02,57.06,-0.08,0.00,56.98

NVTS NAVITAS SEMICONDUCTOR CORP,30/04/2025,01/05/2025,SELL,30,1.94,58.20,-0.08,0.00,58.12

"",,,,
"",,,,
Options
Currency: USD
Symbol & Name,Trade Date,Settlement Date,Buy/Sell,Type,Strike Price,Expiry Date,Quantity,Traded Price,Multiplier,Gross Amount,Comm/Fee/Tax,VAT,Net Amount
"RXRX  260116C00004000 ",29/05/2025,30/05/2025,BUY,CALL,4.00,16/01/2026,4,1.40,100,560.00,-2.44,-0.15,562.59
"QXO   260116C00015000 ",27/05/2025,28/05/2025,BUY,CALL,15.00,16/01/2026,1,4.00,100,400.00,-0.61,-0.04,400.65
"NVTS  250620P00004500 ",22/05/2025,23/05/2025,SELL,PUT,4.50,20/06/2025,1,0.95,100,95.00,-0.62,-0.04,94.34
"NVTS  250620P00005000 ",22/05/2025,23/05/2025,BUY,PUT,5.00,20/06/2025,1,1.35,100,135.00,-0.61,-0.04,135.65
"NVTS  250620P00005000 ",22/05/2025,23/05/2025,BUY,PUT,5.00,20/06/2025,1,1.34,100,134.00,-0.61,-0.04,134.65
"NVTS  250620P00004500 ",22/05/2025,23/05/2025,BUY,PUT,4.50,20/06/2025,1,1.00,100,100.00,-0.61,-0.04,100.65
"NVTS  250620P00005000 ",22/05/2025,23/05/2025,BUY,PUT,5.00,20/06/2025,1,1.35,100,135.00,-0.61,-0.04,135.65
"NVTS  250620P00005000 ",22/05/2025,23/05/2025,BUY,PUT,5.00,20/06/2025,1,1.35,100,135.00,-0.61,-0.04,135.65
"NVTS  250620P00005000 ",22/05/2025,23/05/2025,BUY,PUT,5.00,20/06/2025,4,1.35,100,540.00,-2.44,-0.15,542.59

