"                                                    Monthly Statement 2025-04"
"TRADE RECORDS "
Stocks
Currency: USD
Symbol & Name,Trade Date,Settlement Date,Buy/Sell,Quantity,Traded Price,Gross Amount,Comm/Fee/Tax,VAT,Net Amount
NVTS NAVITAS SEMICONDUCTOR CORP,23/04/2025,24/04/2025,SELL,18,1.91,34.38,-0.05,0.00,34.33

RIVN RIVIAN AUTOMOTIVE INC,23/04/2025,24/04/2025,SELL,8,12.22,97.76,-0.12,-0.01,97.63

NVTS NAVITAS SEMICONDUCTOR CORP,22/04/2025,23/04/2025,SELL,35,1.85,64.82,-0.08,0.00,64.74

NVTS NAVITAS SEMICONDUCTOR CORP,17/04/2025,21/04/2025,SELL,1,1.79,1.79,-0.02,0.00,1.77

NVTS NAVITAS SEMICONDUCTOR CORP,17/04/2025,21/04/2025,SELL,1,1.80,1.80,-0.02,0.00,1.78

NEGG NEWEGG COMMERCE INC,17/04/2025,21/04/2025,BUY,26,3.90,101.40,-0.10,-0.01,101.51

NVTS NAVITAS SEMICONDUCTOR CORP,17/04/2025,21/04/2025,SELL,35,1.77,61.95,-0.08,0.00,61.87

NVTS NAVITAS SEMICONDUCTOR CORP,16/04/2025,17/04/2025,BUY,35,1.70,59.50,-0.06,0.00,59.56

RIVN RIVIAN AUTOMOTIVE INC,16/04/2025,17/04/2025,BUY,5,11.43,57.15,-0.06,0.00,57.21

NVTS NAVITAS SEMICONDUCTOR CORP,16/04/2025,17/04/2025,SELL,35,1.77,61.95,-0.08,0.00,61.87

APLS APELLIS PHARMACEUTICALS INC,16/04/2025,17/04/2025,BUY,3,18.23,54.69,-0.05,0.00,54.74

NVTS NAVITAS SEMICONDUCTOR CORP,16/04/2025,17/04/2025,BUY,35,1.70,59.50,-0.06,0.00,59.56

APLS APELLIS PHARMACEUTICALS INC,16/04/2025,17/04/2025,BUY,3,18.95,56.85,-0.06,0.00,56.91

FFWM FIRST FNDTN INC,15/04/2025,16/04/2025,SELL,12,4.97,59.64,-0.08,0.00,59.56

FFWM FIRST FNDTN INC,15/04/2025,16/04/2025,SELL,13,4.77,62.01,-0.08,0.00,61.93

NVTS NAVITAS SEMICONDUCTOR CORP,14/04/2025,15/04/2025,BUY,32,1.77,56.64,-0.06,0.00,56.70

NVTS NAVITAS SEMICONDUCTOR CORP,14/04/2025,15/04/2025,BUY,31,1.84,57.04,-0.06,0.00,57.10

APLS APELLIS PHARMACEUTICALS INC,14/04/2025,15/04/2025,SELL,3,19.75,59.25,-0.08,0.00,59.17

APLS APELLIS PHARMACEUTICALS INC,11/04/2025,14/04/2025,BUY,14,18.92,264.88,-0.26,-0.02,265.16

FFWM FIRST FNDTN INC,10/04/2025,11/04/2025,BUY,13,4.59,59.67,-0.06,0.00,59.73

FFWM FIRST FNDTN INC,10/04/2025,11/04/2025,BUY,13,4.78,62.14,-0.06,0.00,62.20

NEGG NEWEGG COMMERCE INC,09/04/2025,10/04/2025,SELL,15,4.02,60.30,-0.08,0.00,60.22

FFWM FIRST FNDTN INC,09/04/2025,10/04/2025,SELL,12,4.98,59.76,-0.08,0.00,59.68

RIVN RIVIAN AUTOMOTIVE INC,09/04/2025,10/04/2025,SELL,5,11.91,59.55,-0.08,0.00,59.47

NEGG NEWEGG COMMERCE INC,09/04/2025,10/04/2025,SELL,15,4.00,60.00,-0.08,0.00,59.92

NEGG NEWEGG COMMERCE INC,09/04/2025,10/04/2025,SELL,15,3.86,57.90,-0.08,0.00,57.82

FFWM FIRST FNDTN INC,09/04/2025,10/04/2025,SELL,13,4.79,62.27,-0.08,0.00,62.19

FFWM FIRST FNDTN INC,09/04/2025,10/04/2025,SELL,13,4.60,59.80,-0.08,0.00,59.72

FFWM FIRST FNDTN INC,09/04/2025,10/04/2025,BUY,13,4.42,57.46,-0.06,0.00,57.52

NEGG NEWEGG COMMERCE INC,09/04/2025,10/04/2025,BUY,16,3.71,59.36,-0.06,0.00,59.42

FFWM FIRST FNDTN INC,09/04/2025,10/04/2025,BUY,13,4.60,59.80,-0.06,0.00,59.86

NEGG NEWEGG COMMERCE INC,09/04/2025,10/04/2025,BUY,16,3.87,61.92,-0.06,0.00,61.98

NEGG NEWEGG COMMERCE INC,09/04/2025,10/04/2025,BUY,95,3.89,369.66,-0.37,-0.03,370.06

FFWM FIRST FNDTN INC,09/04/2025,10/04/2025,SELL,12,4.80,57.60,-0.08,0.00,57.52

FFWM FIRST FNDTN INC,09/04/2025,10/04/2025,BUY,13,4.62,60.06,-0.06,0.00,60.12

FFWM FIRST FNDTN INC,08/04/2025,09/04/2025,BUY,12,4.80,57.60,-0.06,0.00,57.66

RIVN RIVIAN AUTOMOTIVE INC,08/04/2025,09/04/2025,BUY,5,11.43,57.15,-0.06,0.00,57.21

FFWM FIRST FNDTN INC,08/04/2025,09/04/2025,SELL,12,5.00,60.00,-0.08,0.00,59.92

RIVN RIVIAN AUTOMOTIVE INC,08/04/2025,09/04/2025,SELL,5,11.91,59.55,-0.08,0.00,59.47

RIVN RIVIAN AUTOMOTIVE INC,08/04/2025,09/04/2025,BUY,16,11.48,183.68,-0.18,-0.01,183.87

NVTS NAVITAS SEMICONDUCTOR CORP,07/04/2025,08/04/2025,SELL,18,1.95,35.10,-0.06,0.00,35.04

FFWM FIRST FNDTN INC,07/04/2025,08/04/2025,BUY,12,4.80,57.60,-0.06,0.00,57.66

FFWM FIRST FNDTN INC,07/04/2025,08/04/2025,SELL,12,5.02,60.24,-0.08,0.00,60.16

NVTS NAVITAS SEMICONDUCTOR CORP,07/04/2025,08/04/2025,SELL,31,1.87,57.97,-0.08,0.00,57.89

FFWM FIRST FNDTN INC,07/04/2025,08/04/2025,SELL,12,4.81,57.72,-0.08,0.00,57.64

FFWM FIRST FNDTN INC,07/04/2025,08/04/2025,BUY,13,4.63,60.19,-0.06,0.00,60.25

FFWM FIRST FNDTN INC,04/04/2025,07/04/2025,SELL,12,4.83,57.96,-0.08,0.00,57.88

NVTS NAVITAS SEMICONDUCTOR CORP,04/04/2025,07/04/2025,SELL,34,1.80,61.20,-0.08,0.00,61.12

NVTS NAVITAS SEMICONDUCTOR CORP,04/04/2025,07/04/2025,SELL,37,1.73,64.01,-0.08,0.00,63.93

NVTS NAVITAS SEMICONDUCTOR CORP,04/04/2025,07/04/2025,SELL,33,1.66,54.78,-0.07,0.00,54.71

FFWM FIRST FNDTN INC,04/04/2025,07/04/2025,BUY,13,4.65,60.45,-0.06,0.00,60.51

FFWM FIRST FNDTN INC,04/04/2025,07/04/2025,SELL,12,4.84,58.08,-0.08,0.00,58.00

NVTS NAVITAS SEMICONDUCTOR CORP,04/04/2025,07/04/2025,SELL,37,1.60,59.20,-0.08,0.00,59.12

NVTS NAVITAS SEMICONDUCTOR CORP,04/04/2025,07/04/2025,BUY,37,1.54,56.98,-0.06,0.00,57.04

NVTS NAVITAS SEMICONDUCTOR CORP,04/04/2025,07/04/2025,BUY,39,1.60,62.40,-0.06,0.00,62.46

NVTS NAVITAS SEMICONDUCTOR CORP,04/04/2025,07/04/2025,SELL,34,1.67,56.78,-0.08,0.00,56.70

FFWM FIRST FNDTN INC,04/04/2025,07/04/2025,BUY,13,4.62,60.05,-0.06,0.00,60.11

NVTS NAVITAS SEMICONDUCTOR CORP,04/04/2025,07/04/2025,BUY,56,1.61,90.14,-0.09,-0.01,90.24

FFWM FIRST FNDTN INC,04/04/2025,07/04/2025,BUY,21,4.78,100.32,-0.10,-0.01,100.43

NVTS NAVITAS SEMICONDUCTOR CORP,03/04/2025,04/04/2025,BUY,98,1.72,168.07,-0.17,-0.01,168.25

NVTS NAVITAS SEMICONDUCTOR CORP,03/04/2025,04/04/2025,BUY,64,1.84,117.61,-0.12,-0.01,117.74

NEGG NEWEGG COMMERCE INC,02/04/2025,03/04/2025,SELL,185,0.27,49.95,-0.10,0.00,49.85

APLS APELLIS PHARMACEUTICALS INC,01/04/2025,02/04/2025,SELL,3,22.94,68.82,-0.09,0.00,68.73

NEGG NEWEGG COMMERCE INC,01/04/2025,02/04/2025,BUY,185,0.26,48.10,-0.06,0.00,48.16

APLS APELLIS PHARMACEUTICALS INC,01/04/2025,02/04/2025,BUY,3,22.15,66.45,-0.07,0.00,66.52

NEGG NEWEGG COMMERCE INC,01/04/2025,02/04/2025,SELL,213,0.27,57.51,-0.12,0.00,57.39

"",,,,
"",,,,
Options
