"                                                    Monthly Statement 2025-03"
"TRADE RECORDS "
Stocks
Currency: USD
Symbol & Name,Trade Date,Settlement Date,Buy/Sell,Quantity,Traded Price,Gross Amount,Comm/Fee/Tax,VAT,Net Amount
RIVN RIVIAN AUTOMOTIVE INC,18/03/2025,19/03/2025,SELL,5,11.56,57.80,-0.08,0.00,57.72

NEGG NEWEGG COMMERCE INC,18/03/2025,19/03/2025,BUY,185,0.28,51.80,-0.06,0.00,51.86

NEGG NEWEGG COMMERCE INC,17/03/2025,18/03/2025,SELL,135,0.29,39.15,-0.08,0.00,39.07

NVTS NAVITAS SEMICONDUCTOR CORP,17/03/2025,18/03/2025,SELL,23,2.64,60.72,-0.08,0.00,60.64

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,SELL,50,0.29,14.50,-0.03,0.00,14.47

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,BUY,357,0.28,98.62,-0.11,-0.01,98.74

NVTS NAVITAS SEMICONDUCTOR CORP,14/03/2025,17/03/2025,SELL,24,2.54,60.96,-0.08,0.00,60.88

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,SELL,172,0.30,51.61,-0.10,0.00,51.51

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,SELL,172,0.29,49.88,-0.10,0.00,49.78

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,BUY,172,0.29,49.88,-0.06,0.00,49.94

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,BUY,172,0.29,49.88,-0.06,0.00,49.94

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,BUY,455,0.30,136.50,-0.16,-0.01,136.67

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,SELL,142,0.33,46.86,-0.09,0.00,46.77

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,SELL,152,0.32,48.64,-0.10,0.00,48.54

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,SELL,161,0.31,49.91,-0.10,0.00,49.81

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,SELL,172,0.30,51.60,-0.10,0.00,51.50

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,SELL,185,0.29,53.65,-0.10,0.00,53.55

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,BUY,185,0.28,51.60,-0.06,0.00,51.66

NEGG NEWEGG COMMERCE INC,14/03/2025,17/03/2025,BUY,1322,0.28,368.56,-0.42,-0.03,369.01

FFWM FIRST FNDTN INC,13/03/2025,14/03/2025,SELL,12,4.81,57.72,-0.08,0.00,57.64

NVTS NAVITAS SEMICONDUCTOR CORP,12/03/2025,13/03/2025,BUY,24,2.44,58.56,-0.06,0.00,58.62

NVTS NAVITAS SEMICONDUCTOR CORP,12/03/2025,13/03/2025,BUY,25,2.54,63.50,-0.06,0.00,63.56

RIVN RIVIAN AUTOMOTIVE INC,10/03/2025,11/03/2025,BUY,5,11.08,55.40,-0.06,0.00,55.46

FFWM FIRST FNDTN INC,10/03/2025,11/03/2025,BUY,13,4.63,60.19,-0.06,0.00,60.25

NEGG NEWEGG COMMERCE INC,10/03/2025,11/03/2025,BUY,100,0.39,38.52,-0.04,0.00,38.56

NEGG NEWEGG COMMERCE INC,06/03/2025,07/03/2025,SELL,197,0.40,78.80,-0.13,-0.01,78.66

FFWM FIRST FNDTN INC,06/03/2025,07/03/2025,BUY,12,4.82,57.84,-0.06,0.00,57.90

NEGG NEWEGG COMMERCE INC,06/03/2025,07/03/2025,SELL,113,0.38,43.23,-0.07,0.00,43.16

NEGG NEWEGG COMMERCE INC,05/03/2025,06/03/2025,SELL,107,0.38,40.66,-0.07,0.00,40.59

NEGG NEWEGG COMMERCE INC,05/03/2025,06/03/2025,BUY,113,0.36,40.68,-0.04,0.00,40.72

APLS APELLIS PHARMACEUTICALS INC,05/03/2025,06/03/2025,SELL,2,25.57,51.14,-0.07,0.00,51.07

NVTS NAVITAS SEMICONDUCTOR CORP,05/03/2025,06/03/2025,SELL,22,2.65,58.30,-0.08,0.00,58.22

NVTS NAVITAS SEMICONDUCTOR CORP,05/03/2025,06/03/2025,SELL,24,2.55,61.20,-0.08,0.00,61.12

NEGG NEWEGG COMMERCE INC,04/03/2025,05/03/2025,SELL,113,0.37,41.81,-0.07,0.00,41.74

NVTS NAVITAS SEMICONDUCTOR CORP,04/03/2025,05/03/2025,SELL,26,2.45,63.70,-0.08,0.00,63.62

NEGG NEWEGG COMMERCE INC,04/03/2025,05/03/2025,BUY,220,0.36,79.20,-0.09,-0.01,79.30

RIVN RIVIAN AUTOMOTIVE INC,03/03/2025,04/03/2025,BUY,5,11.52,57.60,-0.06,0.00,57.66

NVTS NAVITAS SEMICONDUCTOR CORP,03/03/2025,04/03/2025,BUY,26,2.35,61.10,-0.06,0.00,61.16

NEGG NEWEGG COMMERCE INC,03/03/2025,04/03/2025,BUY,197,0.38,74.86,-0.08,0.00,74.94

FFWM FIRST FNDTN INC,03/03/2025,04/03/2025,BUY,12,5.02,60.24,-0.06,0.00,60.30

NEGG NEWEGG COMMERCE INC,03/03/2025,04/03/2025,BUY,179,0.40,71.60,-0.08,0.00,71.68

FFWM FIRST FNDTN INC,28/02/2025,03/03/2025,SELL,12,5.23,62.76,-0.08,0.00,62.68

"",,,,
"",,,,
Options
